PROTEOME ; FUNANNOTATE ; ERROR FUNANNOTATE
ACOL01000669:c(34-561) ; contig47:34-561(-); OK
ACOL01000003:c(37462-37986) ; contig54:37462-37986(-); OK
ACOL01000016:c(join(4284..4806,4832..4833))complete ; contig54:4284-4763(-); error (37462/4284)(37986/4763)
ACOL01000020:524-1048 ; contig54:524-1048(+); OK
ACOL01000035:c(16336-16860) ; contig54:16336-16860(-); OK
ACOL01000054:14776-15300 ; contig54:14776-15300(+); OK
ACOL01000067:14215-14739 ; contig53:14215-14739(+); OK
ACOL01000073:c(9126-9650) ; ND ; ND
ACOL01000120:5663-6187 ; contig53:5663-6187(+); OK
ACOL01000120:6251-6775 ; contig53:6251-6775(+); OK
ACOL01000126:c(1402-1926) ; contig53:1402-1926(-); OK
ACOL01000404:1078-1602 ; contig50:1078-1602(+); OK
ACOL01001207:432-956 ; contig42:432-956(+); OK
ACOL01001585:184-708 ; ND ; ND
ACOL01000001:49531-50052 ; ND ; ND
ACOL01000016:c(17797-18318) ; ND ; ND
ACOL01000055:3179-3700 ; contig54:3179-3700(+); OK
ACOL01000002:c(join(8369..8884,8908..8910)) ; contig54:8369-8806(-); error (3179/8369)(3700/8806)
ACOL01000012:c(19471-19989) ; contig54:19471-19989(-); OK
ACOL01000019:c(9860-10378) ; ND ; ND
ACOL01000114:7485-8003 ; ND ; ND
ACOL01000844:c(561-1079) ; contig46:561-1079(-); OK
ACOL01000025:156-671 ; contig54:276-671(+); error - start (156/276)
ACOL01000025:c(3913-4428) ; contig54:3913-4428(-); OK
ACOL01000054:13327-13842 ; contig54:13327-13842(+); OK
ACOL01000101:c(4319-4834) ; contig53:4319-4834(-); OK
ACOL01000291:c(2121-2636) ; contig51:2121-2621(-); error - start (2636/2621)
ACOL01000042:4642-5154 ; ND ; ND
ACOL01000008:c(20065-20574) ; contig54:20065-20574(-); OK
ACOL01000016:c(5063-5572) ; contig54:5063-5572(-); OK
ACOL01000019:18599-19108 ; contig54:18599-19108(+); OK
ACOL01000046:4823-5332 ; ND ; ND
ACOL01000116:c(7909-8418) ; contig53:7909-8418(-); OK
ACOL01000010:c(14783-15289) ; contig54:14783-15289(-); OK
ACOL01000018:8195-8701 ; ND ; ND
ACOL01000050:c(join(11405..11907,11939..11942)) ; contig54:11405-11815(-); error (14783/11405)(15289/11815)
ACOL01000168:c(3999-4505) ; contig52:3999-4505(-); OK
ACOL01000374:2335-2841 ; contig50:2335-2841(+); OK
ACOL01000022:c(18835-19338) ; contig54:18835-19338(-); OK
ACOL01000080:c(157-660) ; contig53:157-660(-); OK
ACOL01000100:c(29-532) ; contig53:29-532(-); OK
ACOL01000120:c(3456-3959) ; contig53:3456-3959(-); OK
ACOL01000166:c(7209-7712) ; ND ; ND
ACOL01000167:3892-4395 ; contig52:3892-4395(+); OK
ACOL01000372:698-1201 ; contig50:698-1201(+); OK
ACOL01000680:206-709 ; ND ; ND
ACOL01000022:9647-10147 ; contig54:9647-10147(+); OK
ACOL01000024:c(1689-2189) ; contig54:1689-2189(-); OK
ACOL01000048:5164-5664 ; contig54:5164-5664(+); OK
ACOL01000051:c(6033-6533) ; ND ; ND
ACOL01000131:c(2219-2719) ; ND ; ND
ACOL01000222:c(2023-2523) ; ND ; ND
ACOL01000495:1478-1978 ; contig49:1478-1978(+); OK
ACOL01000919:c(786-1286) ; ND ; ND
ACOL01000006:20357-20854 ; contig54:20357-20854(+); OK
ACOL01000010:c(8743-9240) ; ND ; ND
ACOL01000055:c(14650-15147) ; contig54:14650-15147(-); OK
ACOL01000346:1316-1813 ; ND ; ND
ACOL01000390:c(2873-3370) ; contig50:2873-3370(-); OK
ACOL01000432:c(2157-2654) ; ND ; ND
ACOL01000633:85-582 ; ND ; ND
ACOL01000001:c(28847-29341) ; contig54:28847-29341(-); OK
ACOL01000127:c(593-1087) ; ND ; ND
ACOL01000222:c(5381-5875) ; contig52:5381-5875(-); OK
ACOL01001170:c(253-747) ; contig42:253-747(-); OK
ACOL01002004:62-556 ; contig34:62-556(+); OK
ACOL01000028:9688-10179 ; contig54:9688-10179(+); OK
ACOL01000036:c(2768-3259) ; contig54:2768-3259(-); OK
ACOL01000059:c(2352-2843) ; ND ; ND
ACOL01000079:9607-10098 ; contig53:9607-10098(+); OK
ACOL01000108:c(8781-9272) ; contig53:8781-9272(-); OK
ACOL01000120:c(2923-3414) ; contig53:2923-3414(-); OK
ACOL01000164:c(6319-6810) ; contig53:6319-6639(-); error - start (6810/6639)
ACOL01000192:5696-6187 ; contig52:5696-6187(+); OK
ACOL01000220:c(2648-3139) ; ND ; ND
ACOL01000001:c(34234-34722) ; contig54:34234-34722(-); OK
ACOL01000023:1423-1911 ; ND ; ND
ACOL01000047:c(454-942) ; ND ; ND
ACOL01000161:c(250-738) ; contig53:250-738(-); OK
ACOL01000168:c(2310-2798) ; contig52:2310-2798(-); OK
ACOL01000001:32831-33316 ; ND ; ND
ACOL01000016:11475-11960 ; contig54:11475-11960(+); OK
ACOL01000020:4643-5128 ; ND ; ND
ACOL01000021:11125-11610 ; contig54:11125-11610(+); OK
ACOL01000031:8593-9078 ; ND ; ND
ACOL01000105:c(5159-5644) ; ND ; ND
ACOL01000105:c(5948-6433) ; contig53:5948-6433(-); OK
ACOL01000236:1652-2137 ; contig52:1652-2137(+); OK
ACOL01000353:c(1607-2092) ; contig51:1607-2092(-); OK
ACOL01000484:c(635-1120) ; ND ; ND
ACOL01000010:8242-8724 ; ND ; ND
ACOL01000016:c(18376-18858) ; contig54:18376-18858(-); OK
ACOL01000024:c(7523-8005) ; ND ; ND
ACOL01000028:c(4226-4708) ; ND ; ND
ACOL01000031:5613-6095 ; contig54:5622-6095(+); error - start (5613/5622)
ACOL01000095:2203-2685 ; contig53:2203-2685(+); OK
ACOL01000027:4146-4625 ; ND ; ND
ACOL01000028:c(12961-13440) ; contig54:12961-13440(-); OK
ACOL01000067:c(9982-10461) ; ND ; ND
ACOL01000291:1123-1602 ; ND ; ND
ACOL01000452:1160-1639 ; contig50:1160-1639(+); OK
ACOL01000552:c(714-1193) ; contig49:714-1193(-); OK
ACOL01000570:c(803-1282) ; ND ; ND
ACOL01000022:19428-19904 ; contig54:19428-19904(+); OK
ACOL01000109:4725-5201 ; contig53:4725-5201(+); OK
ACOL01000200:c(5541-6017) ; contig52:5541-6017(-); OK
ACOL01000374:c(3071-3547) ; contig50:3071-3547(-); OK
ACOL01000513:1065-1541 ; ND ; ND
ACOL01000069:9534-10007 ; contig53:9534-10007(+); OK
ACOL01000200:c(5049-5522) ; ND ; ND
ACOL01000211:115-588 ; contig52:115-588(+); OK
ACOL01000341:c(1172-1645) ; ND ; ND
ACOL01000853:503-976 ; ND ; ND
ACOL01000010:c(24056-24526) ; ND ; ND
ACOL01000066:11985-12455 ; ND ; ND
ACOL01000099:1519-1989 ; ND ; ND
ACOL01000142:c(7580-8050) ; contig53:7580-8050(-); OK
ACOL01000264:1819-2289 ; ND ; ND
ACOL01000558:336-806 ; contig49:336-806(+); OK
ACOL01000002:20678-21145 ; ND ; ND
ACOL01000036:c(2225-2692) ; contig54:2225-2692(-); OK
ACOL01000108:c(6912-7379) ; contig53:6912-7379(-); OK
ACOL01000168:2833-3300 ; contig52:2833-3300(+); OK
ACOL01000209:c(4336-4803) ; contig52:4336-4803(-); OK
ACOL01000416:c(174-641) ; contig50:174-641(-); OK
ACOL01000019:c(6457-6921) ; contig54:6457-6921(-); OK
ACOL01000040:c(5106-5570) ; ND ; ND
ACOL01000078:2584-3048 ; contig53:2614-3048(+); error - start (2584/2614)
ACOL01000126:c(2955-3419) ; contig53:2955-3419(-); OK
ACOL01000161:5072-5536 ; contig53:5072-5536(+); OK
ACOL01000190:4987-5451 ; contig52:4987-5451(+); OK
ACOL01000198:2269-2733 ; ND ; ND
ACOL01000372:c(1220-1684) ; ND ; ND
ACOL01000010:11012-11473 ; contig54:11012-11473(+); OK
ACOL01000038:7031-7492 ; contig54:7031-7492(+); OK
ACOL01001619:c(64-525) ; ND ; ND
ACOL01000005:c(3281-3739) ; ND ; ND
ACOL01000005:14560-15018 ; contig54:14560-15018(+); OK
ACOL01000034:7967-8425 ; contig54:7967-8425(+); OK
ACOL01000073:c(4022-4480) ; contig53:4022-4411(-); error - start (4480/4411)
ACOL01000075:11256-11714 ; contig53:11256-11714(+); OK
ACOL01000163:3209-3667 ; contig53:3209-3667(+); OK
ACOL01000062:13737-14192 ; contig54:13737-14192(+); OK
ACOL01000082:c(5380-5835) ; contig53:5380-5835(-); OK
ACOL01000106:c(6835-7290) ; ND ; ND
ACOL01000431:c(629-1084) ; contig50:629-1084(-); OK
ACOL01000113:c(6531-6983) ; contig53:6531-6983(-); OK
ACOL01000116:9714-10166 ; contig53:9714-10166(+); OK
ACOL01000341:1781-2233 ; ND ; ND
ACOL01000381:3064-3516 ; ND ; ND
ACOL01000009:12824-13273 ; ND ; ND
ACOL01000015:c(1991-2440) ; contig54:1991-2440(-); OK
ACOL01000019:c(15180-15629) ; contig54:15180-15629(-); OK
ACOL01000063:5377-5826 ; contig54:5386-5826(+); error - start (5377/5386)
ACOL01000067:c(2059-2508) ; ND ; ND
ACOL01000104:5134-5583 ; ND ; ND
ACOL01000272:c(4692-5141) ; ND ; ND
ACOL01000329:50-499 ; contig51:50-499(+); OK
ACOL01000351:c(1354-1803) ; contig51:1354-1803(-); OK
ACOL01000017:4111-4557 ; contig54:4111-4557(+); OK
ACOL01000031:15175-15621 ; ND ; ND
ACOL01000067:7387-7833 ; contig53:7387-7833(+); OK
ACOL01000131:c(join(2743..3186,3212..3214)) ; contig53:2743-3069(-); error (7387/2743)(7833/3069)
ACOL01000142:484-930 ; ND ; ND
ACOL01000145:c(4751-5197) ; ND ; ND
ACOL01000362:c(3071-3517) ; ND ; ND
ACOL01000481:940-1386 ; contig49:940-1386(+); OK
ACOL01000022:11960-12403 ; contig54:11960-12403(+); OK
ACOL01000065:c(9846-10289) ; ND ; ND
ACOL01000192:c(4398-4841) ; contig52:4398-4841(-); OK
ACOL01000635:881-1324 ; ND ; ND
ACOL01000005:c(17297-17737) ; contig54:17297-17737(-); OK
ACOL01000007:c(22683-23123) ; ND ; ND
ACOL01000063:14155-14595 ; contig54:14155-14595(+); OK
ACOL01000095:c(10676-11116) ; contig53:10676-11116(-); OK
ACOL01002129:c(278-718) ; ND ; ND
ACOL01000043:6145-6582 ; ND ; ND
ACOL01000061:c(5899-6336) ; ND ; ND
ACOL01000168:1737-2174 ; contig52:1737-2174(+); OK
ACOL01000283:c(2347-2784) ; ND ; ND
ACOL01001742:c(221-658) ; ND ; ND
ACOL01000006:c(22462-22896) ; ND ; ND
ACOL01000024:12746-13180 ; contig54:12746-13180(+); OK
ACOL01000033:9302-9736 ; contig54:9302-9736(+); OK
ACOL01000091:7734-8168 ; contig53:7734-8168(+); OK
ACOL01000187:3485-3919 ; ND ; ND
ACOL01000427:2476-2910 ; ND ; ND
ACOL01000594:c(1580-2014) ; ND ; ND
ACOL01000671:545-979 ; ND ; ND
ACOL01000033:7927-8358 ; contig54:7927-8358(+); OK
ACOL01000044:c(6962-7393) ; contig54:6962-7393(-); OK
ACOL01000046:15139-15570 ; ND ; ND
ACOL01000078:2058-2489 ; ND ; ND
ACOL01000198:2795-3226 ; contig52:2837-3226(+); error - start (2795/2837)
ACOL01000232:c(2149-2580) ; ND ; ND
ACOL01000294:c(150-581) ; ND ; ND
ACOL01001117:328-759 ; ND ; ND
ACOL01000001:19475-19903 ; ND ; ND
ACOL01000006:14405-14833 ; ND ; ND
ACOL01000011:c(14775-15203) ; contig54:14775-15203(-); OK
ACOL01000015:1439-1867 ; ND ; ND
ACOL01000045:c(6661-7089) ; ND ; ND
ACOL01000341:747-1175 ; ND ; ND
ACOL01000421:c(1000-1428) ; ND ; ND
ACOL01000006:c(12473-12898) ; contig54:12473-12880(-); error - start (12898/12880)
ACOL01000020:5281-5706 ; contig54:5281-5706(+); OK
ACOL01000020:c(14679-15104) ; contig54:14679-15083(-); error - start (15104/15083)
ACOL01000033:11176-11601 ; contig54:11176-11601(+); OK
ACOL01000043:c(4061-4486) ; contig54:4061-4486(-); OK
ACOL01000069:c(6920-7345) ; ND ; ND
ACOL01000468:1779-2204 ; ND ; ND
ACOL01000732:c(861-1286) ; ND ; ND
ACOL01000025:c(9909-10331) ; ND ; ND
ACOL01000034:526-948 ; contig54:571-948(+); error - start (526/571)
ACOL01000034:9732-10154 ; contig54:9732-10154(+); OK
ACOL01000059:c(3796-4218) ; ND ; ND
ACOL01000084:8543-8965 ; ND ; ND
ACOL01000161:c(7626-8048) ; contig53:7626-8048(-); OK
ACOL01000509:c(1823-2245) ; ND ; ND
ACOL01000777:c(424-846) ; ND ; ND
ACOL01000891:c(476-898) ; ND ; ND
ACOL01001245:304-726 ; contig42:304-726(+); OK
ACOL01000009:19696-20115 ; contig54:19696-20115(+); OK
ACOL01000016:c(22454-22873) ; contig54:22454-22873(-); OK
ACOL01000008:c(11216-11632) ; ND ; ND
ACOL01000034:10846-11262 ; contig54:10846-11262(+); OK
ACOL01000044:c(823-1239) ; contig54:823-1239(-); OK
ACOL01000071:150-566 ; contig53:150-566(+); OK
ACOL01000096:8916-9332 ; ND ; ND
ACOL01000150:3509-3925 ; contig53:3509-3925(+); OK
ACOL01000153:c(2141-2557) ; contig53:2141-2557(-); OK
ACOL01000161:c(776-1192) ; contig53:776-1192(-); OK
ACOL01000172:2377-2793 ; contig52:2377-2793(+); OK
ACOL01000192:1111-1527 ; contig52:1159-1527(+); error - start (1111/1159)
ACOL01000715:1347-1763 ; contig47:1347-1763(+); OK
ACOL01000003:c(35071-35484) ; contig54:35071-35484(-); OK
ACOL01000054:12093-12506 ; contig54:12093-12506(+); OK
ACOL01000077:3755-4168 ; ND ; ND
ACOL01000161:c(4602-5012) ; contig53:4602-4979(-); error - start (5012/4979)
ACOL01000522:c(2091-2498) ; contig49:2091-2498(-); OK
ACOL01002211:203-610 ; ND ; ND
ACOL01000006:c(13823-14227) ; contig54:13823-14227(-); OK
ACOL01000070:c(6885-7289) ; contig53:6885-7289(-); OK
ACOL01000125:8774-9178 ; contig53:8774-9178(+); OK
ACOL01000143:8363-8767 ; contig53:8363-8767(+); OK
ACOL01000251:c(2085-2489) ; ND ; ND
ACOL01000988:700-1104 ; contig44:700-1104(+); OK
ACOL01000100:1264-1665 ; contig53:1264-1665(+); OK
ACOL01000214:2234-2635 ; contig52:2234-2635(+); OK
ACOL01000304:405-806 ; contig51:405-806(+); OK
ACOL01000625:c(925-1326) ; contig48:925-1326(-); OK
ACOL01000647:c(1051-1452) ; ND ; ND
ACOL01000070:5443-5841 ; contig53:5443-5841(+); OK
ACOL01000083:c(9554-9952) ; contig53:9554-9952(-); OK
ACOL01000108:c(5890-6288) ; contig53:5890-6288(-); OK
ACOL01000419:1012-1410 ; ND ; ND
ACOL01000047:54-449 ; ND ; ND
ACOL01000141:c(7033-7428) ; ND ; ND
ACOL01000186:c(5131-5526) ; contig52:5131-5526(-); OK
ACOL01000262:3087-3482 ; ND ; ND
ACOL01000552:231-626 ; ND ; ND
ACOL01000881:c(526-921) ; ND ; ND
ACOL01000914:25-420 ; ND ; ND
ACOL01005030:c(26-421) ; contig4:26-391(-); error - start (421/391)
ACOL01000003:36329-36721 ; contig54:36359-36721(+); error - start (36329/36359)
ACOL01000016:c(13147-13539) ; contig54:13147-13539(-); OK
ACOL01000051:13140-13532 ; ND ; ND
ACOL01000478:c(594-986) ; ND ; ND
ACOL01000006:c(1960-2349) ; ND ; ND
ACOL01000057:c(10224-10613) ; ND ; ND
ACOL01000078:c(6775-7164) ; ND ; ND
ACOL01000187:c(970-1359) ; contig52:970-1359(-); OK
ACOL01000163:6715-7101 ; contig53:6715-7101(+); OK
ACOL01000853:1020-1406 ; contig46:1020-1406(+); OK
ACOL01000083:c(4265-4648) ; contig53:4265-4591(-); error - start (4648/4591)
ACOL01000166:c(5212-5595) ; contig53:5212-5595(-); OK
ACOL01000233:c(77-460) ; ND ; ND
ACOL01000667:c(206-589) ; contig47:206-589(-); OK
ACOL01000005:13188-13568 ; contig54:13227-13568(+); error - start (13188/13227)
ACOL01000013:c(4051-4431) ; ND ; ND
ACOL01000022:9183-9563 ; contig54:9201-9563(+); error - start (9183/9201)
ACOL01000022:c(10614-10994) ; ND ; ND
ACOL01000104:5823-6203 ; ND ; ND
ACOL01000105:c(10158-10538) ; contig53:10158-10538(-); OK
ACOL01000154:4564-4944 ; ND ; ND
ACOL01001007:c(735-1115) ; ND ; ND
ACOL01000012:c(5131-5508) ; ND ; ND
ACOL01000020:c(2721-3098) ; contig54:2721-3098(-); OK
ACOL01000021:c(19290-19667) ; ND ; ND
ACOL01000036:c(18199-18576) ; ND ; ND
ACOL01000037:c(4817-5194) ; ND ; ND
ACOL01000051:4036-4413 ; ND ; ND
ACOL01000083:c(1895-2272) ; ND ; ND
ACOL01000481:c(86-463) ; contig49:86-463(-); OK
ACOL01001142:c(507-884) ; contig43:507-884(-); OK
ACOL01002403:c(246-623) ; ND ; ND
ACOL01005448:c(22-399) ; ND ; ND
ACOL01000002:c(42928-43302) ; ND ; ND
ACOL01000003:17370-17741 ; contig54:17370-17741(+); OK
ACOL01000026:c(1512-1883) ; ND ; ND
ACOL01000002:c(55087-55455) ; contig54:55087-55455(-); OK
ACOL01000015:c(325-693) ; ND ; ND
ACOL01000024:14713-15081 ; ND ; ND
ACOL01000070:3248-3616 ; contig53:3248-3616(+); OK
ACOL01001441:c(198-566) ; ND ; ND
ACOL01002732:c(57-425) ; ND ; ND
ACOL01000003:39589-39954 ; contig54:39589-39954(+); OK
ACOL01000011:3910-4275 ; contig54:3910-4275(+); OK
ACOL01000096:3700-4065 ; ND ; ND
ACOL01000227:c(1842-2207) ; ND ; ND
ACOL01000465:2037-2402 ; contig50:2037-2402(+); OK
ACOL01001554:c(27-392) ; contig39:27-392(-); OK
ACOL01000058:c(8533-8895) ; ND ; ND
ACOL01000187:c(3089-3451) ; contig52:3089-3451(-); OK
ACOL01000277:887-1249 ; ND ; ND
ACOL01000656:join(39..41,67..426) ; contig48:67-426(+); error (3089/67)(3451/426)
ACOL01000155:c(7575-7934) ; contig53:7575-7934(-); OK
ACOL01000172:c(6459-6818) ; ND ; ND
ACOL01000183:6909-7268 ; contig52:6909-7268(+); OK
ACOL01000341:c(2238-2597) ; ND ; ND
ACOL01000393:268-627 ; ND ; ND
ACOL01002237:247-606 ; ND ; ND
ACOL01000005:c(14040-14396) ; contig54:14040-14462(-); error - start (14396/14462)
ACOL01000020:c(10964-11320) ; contig54:10964-11320(-); OK
ACOL01000051:c(1816-2172) ; ND ; ND
ACOL01000230:3350-3706 ; contig52:3350-3706(+); OK
ACOL01005041:160-517 ; ND ; ND
ACOL01000005:22847-23200 ; ND ; ND
ACOL01000016:c(3523-3876) ; ND ; ND
ACOL01000024:4836-5189 ; ND ; ND
ACOL01000055:c(10324-10677) ; contig54:10324-10677(-); OK
ACOL01000263:459-812 ; ND ; ND
ACOL01000010:c(15378-15728) ; ND ; ND
ACOL01000039:c(2475-2825) ; contig54:2475-2825(-); OK
ACOL01000137:3105-3455 ; ND ; ND
ACOL01000269:c(4056-4406) ; contig51:4056-4406(-); OK
ACOL01000432:1662-2012 ; contig50:1662-2012(+); OK
ACOL01004254:202-552 ; ND ; ND
ACOL01000008:12005-12352 ; contig54:12005-12352(+); OK
ACOL01000008:c(27411-27758) ; ND ; ND
ACOL01000016:c(3101-3448) ; contig54:3101-3448(-); OK
ACOL01000043:2278-2625 ; contig54:2278-2625(+); OK
ACOL01000091:9843-10190 ; ND ; ND
ACOL01000139:903-1250 ; ND ; ND
ACOL01000344:c(3068-3415) ; ND ; ND
ACOL01000001:c(1625-1969) ; contig54:1625-1969(-); OK
ACOL01000006:13014-13358 ; contig54:13071-13358(+); error - start (13014/13071)
ACOL01000063:13768-14112 ; contig54:13768-14112(+); OK
ACOL01000187:472-813 ; contig52:472-813(+); OK
ACOL01000239:3154-3495 ; ND ; ND
ACOL01000362:c(832-1173) ; ND ; ND
ACOL01000972:c(234-575) ; ND ; ND
ACOL01000001:c(16537-16875) ; ND ; ND
ACOL01000025:5707-6045 ; ND ; ND
ACOL01000028:3517-3855 ; ND ; ND
ACOL01000060:c(7778-8116) ; ND ; ND
ACOL01000119:8024-8362 ; contig53:8024-8362(+); OK
ACOL01000174:c(2406-2744) ; ND ; ND
ACOL01000184:4378-4716 ; ND ; ND
ACOL01000186:5661-5999 ; contig52:5661-5999(+); OK
ACOL01000012:c(25040-25375) ; contig54:25040-25375(-); OK
ACOL01000018:21701-22036 ; ND ; ND
ACOL01000092:c(9426-9761) ; ND ; ND
ACOL01000250:1539-1874 ; ND ; ND
ACOL01000294:703-1038 ; ND ; ND
ACOL01000294:c(3271-3606) ; contig51:3271-3606(-); OK
ACOL01000787:821-1156 ; ND ; ND
ACOL01000005:c(3820-4152) ; contig54:3820-4152(-); OK
ACOL01000092:8633-8965 ; ND ; ND
ACOL01000131:c(1494-1826) ; contig53:1494-1826(-); OK
ACOL01000045:c(11139-11468) ; ND ; ND
ACOL01000155:c(3646-3975) ; ND ; ND
ACOL01000260:c(1446-1775) ; ND ; ND
ACOL01000388:186-515 ; ND ; ND
ACOL01000642:1522-1851 ; contig48:1522-1851(+); OK
ACOL01004244:166-495 ; contig12:166-495(+); OK
ACOL01000033:c(16073-16399) ; ND ; ND
ACOL01000048:c(2397-2723) ; contig54:2397-2723(-); OK
ACOL01000059:c(4273-4599) ; ND ; ND
ACOL01000069:c(5587-5913) ; ND ; ND
ACOL01000209:252-578 ; ND ; ND
ACOL01000248:c(746-1072) ; ND ; ND
ACOL01000440:786-1112 ; contig50:786-1112(+); OK
ACOL01000005:22347-22670 ; contig54:22347-22670(+); OK
ACOL01000045:9206-9529 ; contig54:9206-9529(+); OK
ACOL01000049:c(7054-7377) ; contig54:7054-7377(-); OK
ACOL01000084:c(133-456) ; contig53:133-456(-); OK
ACOL01000092:c(8977-9300) ; ND ; ND
ACOL01000163:7201-7524 ; contig53:7201-7524(+); OK
ACOL01000235:1099-1422 ; ND ; ND
ACOL01000020:c(16994-17314) ; ND ; ND
ACOL01000021:13846-14166 ; ND ; ND
ACOL01000039:c(14133-14453) ; contig54:14133-14453(-); OK
ACOL01000149:507-827 ; contig53:507-827(+); OK
ACOL01000543:c(926-1246) ; ND ; ND
ACOL01000018:c(12252-12569) ; contig54:12252-12569(-); OK
ACOL01000052:c(14007-14324) ; ND ; ND
ACOL01000075:7879-8196 ; ND ; ND
ACOL01000108:8450-8767 ; ND ; ND
ACOL01000198:c(1800-2117) ; contig52:1800-2117(-); OK
ACOL01000477:2185-2502 ; ND ; ND
ACOL01001915:c(1-320) ; ND ; ND
ACOL01000082:c(9577-9891) ; ND ; ND
ACOL01000090:44-358 ; contig53:44-358(+); OK
ACOL01000104:4000-4314 ; contig53:4000-4314(+); OK
ACOL01000236:4066-4380 ; ND ; ND
ACOL01000396:c(202-516) ; contig50:202-516(-); OK
ACOL01000001:38713-39024 ; contig54:38713-39024(+); OK
ACOL01000013:1983-2294 ; contig54:1983-2294(+); OK
ACOL01000036:c(3288-3599) ; contig54:3288-3599(-); OK
ACOL01000105:c(9818-10129) ; ND ; ND
ACOL01000277:c(3271-3582) ; contig51:3271-3582(-); OK
ACOL01001142:c(69-380) ; contig43:69-380(-); OK
ACOL01004234:36-347 ; ND ; ND
ACOL01000010:14456-14764 ; contig54:14456-14764(+); OK
ACOL01000034:c(15335-15643) ; contig54:15335-15643(-); OK
ACOL01000067:6772-7080 ; ND ; ND
ACOL01000480:428-736 ; ND ; ND
ACOL01000024:c(18379-18684) ; contig54:18379-18684(-); OK
ACOL01000027:5194-5499 ; contig54:5194-5499(+); OK
ACOL01000294:c(1738-2043) ; contig51:1738-2043(-); OK
ACOL01001195:521-826 ; ND ; ND
ACOL01002037:c(374-679) ; contig34:374-679(-); OK
ACOL01002190:c(100-405) ; contig32:100-405(-); OK
ACOL01000132:c(1047-1349) ; ND ; ND
ACOL01000160:c(1208-1510) ; ND ; ND
ACOL01000160:c(3838-4140) ; ND ; ND
ACOL01000184:c(2727-3029) ; ND ; ND
ACOL01000286:148-450 ; contig51:148-450(+); OK
ACOL01000323:c(123-425) ; ND ; ND
ACOL01001683:c(217-519) ; contig37:217-519(-); OK
ACOL01001938:c(264-566) ; contig35:264-566(-); OK
ACOL01000001:c(56604-56903) ; contig54:56604-56903(-); OK
ACOL01000006:8510-8809 ; contig54:8510-8809(+); OK
ACOL01000009:c(20166-20465) ; ND ; ND
ACOL01000633:597-896 ; ND ; ND
ACOL01000092:c(8239-8535) ; contig53:8239-8535(-); OK
ACOL01000168:3583-3879 ; contig52:3583-3879(+); OK
ACOL01000509:628-924 ; ND ; ND
ACOL01000988:c(111-407) ; ND ; ND
ACOL01001111:c(508-804) ; ND ; ND
ACOL01001625:c(488-784) ; contig38:488-784(-); OK
ACOL01000004:23021-23314 ; ND ; ND
ACOL01000166:747-1040 ; ND ; ND
ACOL01000230:c(51-344) ; contig52:51-344(-); OK
ACOL01000302:4105-4398 ; ND ; ND
ACOL01000001:31974-32264 ; ND ; ND
ACOL01000068:c(14090-14380) ; contig53:14090-14380(-); OK
ACOL01000148:c(3429-3719) ; ND ; ND
ACOL01001133:625-915 ; ND ; ND
ACOL01000001:c(33812-34099) ; ND ; ND
ACOL01000016:21965-22252 ; ND ; ND
ACOL01000018:c(7884-8171) ; ND ; ND
ACOL01000086:1242-1529 ; ND ; ND
ACOL01000101:3811-4098 ; ND ; ND
ACOL01000117:c(9638-9925) ; ND ; ND
ACOL01000199:6436-6723 ; ND ; ND
ACOL01000274:3411-3698 ; ND ; ND
ACOL01000659:1201-1488 ; ND ; ND
ACOL01005010:77-364 ; ND ; ND
ACOL01000008:c(18881-19165) ; contig54:18881-19165(-); OK
ACOL01000102:c(5399-5683) ; ND ; ND
ACOL01000187:c(103-387) ; contig52:103-387(-); OK
ACOL01000388:1861-2145 ; ND ; ND
ACOL01000003:c(33711-33992) ; ND ; ND
ACOL01000010:c(10685-10966) ; ND ; ND
ACOL01000015:24706-24987 ; ND ; ND
ACOL01000081:5709-5990 ; ND ; ND
ACOL01000348:c(3003-3284) ; contig51:3003-3284(-); OK
ACOL01000003:c(16677-16955) ; ND ; ND
ACOL01000015:21125-21403 ; ND ; ND
ACOL01000145:c(4223-4501) ; ND ; ND
ACOL01000177:4946-5224 ; ND ; ND
ACOL01000248:3846-4124 ; contig52:3846-4124(+); OK
ACOL01000396:868-1146 ; ND ; ND
ACOL01000458:1530-1808 ; ND ; ND
ACOL01000479:c(822-1100) ; ND ; ND
ACOL01000862:322-600 ; ND ; ND
ACOL01000013:7584-7859 ; ND ; ND
ACOL01000053:7480-7755 ; contig54:7480-7755(+); OK
ACOL01000091:2753-3028 ; ND ; ND
ACOL01000119:8861-9136 ; contig53:8861-9136(+); OK
ACOL01000127:c(5479-5754) ; ND ; ND
ACOL01000223:262-537 ; ND ; ND
ACOL01000265:c(469-744) ; contig52:469-744(-); OK
ACOL01001038:589-864 ; ND ; ND
ACOL01000010:20434-20706 ; ND ; ND
ACOL01000014:22078-22350 ; ND ; ND
ACOL01000032:c(17463-17735) ; ND ; ND
ACOL01000184:3741-4013 ; ND ; ND
ACOL01000022:c(8087-8356) ; ND ; ND
ACOL01000023:4232-4501 ; ND ; ND
ACOL01000029:10685-10954 ; contig54:10685-10954(+); OK
ACOL01000037:c(6098-6367) ; ND ; ND
ACOL01000070:c(8472-8741) ; contig53:8472-8741(-); OK
ACOL01000108:6399-6668 ; contig53:6399-6668(+); OK
ACOL01000139:4070-4339 ; contig53:4070-4339(+); OK
ACOL01000625:1636-1905 ; ND ; ND
