PROTEOME ; AUGUSTUS ; ERROR AUGUSTUS
ACOL01000051:8731-9432 ; ACOL01000051BRL01_0000:8731-9432(+); OK
ACOL01000114:8311-9012 ; ACOL01000114BRL01_0001:8311-9012(+); OK
ACOL01000436:c(1879-2580) ; ACOL01000436BRL01_0004:1879-2580(-); OK
ACOL01000026:13194-13892 ; ACOL01000026BRL01_0000:13194-13892(+); OK
ACOL01000043:c(218-916) ; ACOL01000043BRL01_0000:218-916(-); OK
ACOL01000054:c(9419-10117) ; ACOL01000054BRL01_0000:9419-10117(-); OK
ACOL01000147:c(968-1666) ; ACOL01000147BRL01_0001:968-1666(-); OK
ACOL01000352:c(2546-3244) ; ACOL01000352BRL01_0003:2546-3244(-); OK
ACOL01000017:18659-19354 ; ACOL01000017BRL01_0000:18659-19354(+); OK
ACOL01000024:2268-2963 ; ACOL01000024BRL01_0000:2268-2963(+); OK
ACOL01000051:c(2646-3341) ; ACOL01000051BRL01_0000:2646-3341(-); OK
ACOL01000114:c(2327-3022) ; ND ; ND
ACOL01000152:c(7371-8066) ; ND ; ND
ACOL01000033:c(3338-4030) ; ACOL01000033BRL01_0000:3338-4030(-); OK
ACOL01000035:c(15144-15836) ; ACOL01000035BRL01_0000:15144-15836(-); OK
ACOL01000093:1005-1697 ; ACOL01000093BRL01_0000:1167-1697(+); error - start (1005/1167)
ACOL01000280:c(3776-4468) ; ACOL01000280BRL01_0002:3776-4381(-); error - start (4468/4381)
ACOL01000002:15826-16515 ; ACOL01000002BRL01_0000:15826-16515(+); OK
ACOL01000003:c(38669-39358) ; ACOL01000003BRL01_0000:38669-39358(-); OK
ACOL01000007:c(12154-12843) ; ACOL01000007BRL01_0000:12154-12843(-); OK
ACOL01000010:2227-2916 ; ACOL01000010BRL01_0000:2227-2916(+); OK
ACOL01000041:15363-16052 ; ACOL01000041BRL01_0000:15363-16052(+); OK
ACOL01000047:5907-6596 ; ND ; ND
ACOL01000081:c(4959-5648) ; ACOL01000081BRL01_0000:4959-5648(-); OK
ACOL01000144:c(7338-8027) ; ACOL01000144BRL01_0001:7338-8027(-); OK
ACOL01000295:c(1755-2444) ; ND ; ND
ACOL01000709:c(43-732) ; ACOL01000709BRL01_0007:43-732(-); OK
ACOL01000001:c(13377-14063) ; ACOL01000001BRL01_0000:13377-14063(-); OK
ACOL01000302:1046-1732 ; ACOL01000302BRL01_0003:1046-1732(+); OK
ACOL01000355:c(279-965) ; ND ; ND
ACOL01001939:c(23-709) ; ACOL01001939BRL01_0019:23-709(-); OK
ACOL01000113:8009-8692 ; ND ; ND
ACOL01000138:4469-5152 ; ACOL01000138BRL01_0001:4469-5152(+); OK
ACOL01000192:2793-3476 ; ACOL01000192BRL01_0001:2793-3476(+); OK
ACOL01000754:876-1559 ; ND ; ND
ACOL01000769:477-1160 ; ACOL01000769BRL01_0007:477-1160(+); OK
ACOL01000001:29623-30303 ; ACOL01000001BRL01_0000:29623-30303(+); OK
ACOL01000036:c(11470-12150) ; ND ; ND
ACOL01000041:c(17038-17718) ; ND ; ND
ACOL01000919:c(6-686) ; ACOL01000919BRL01_0009:6-671(-); error - start (686/671)
ACOL01000017:23709-24386 ; ACOL01000017BRL01_0000:23805-24386(+); error - start (23709/23805)
ACOL01000020:18143-18820 ; ND ; ND
ACOL01000029:c(17106-17783) ; ACOL01000029BRL01_0000:17106-17783(-); OK
ACOL01000497:380-1057 ; ND ; ND
ACOL01001433:c(2-679) ; ACOL01001433BRL01_0014:2-679(-); OK
ACOL01000181:c(4852-5526) ; ACOL01000181BRL01_0001:4852-5526(-); OK
ACOL01000434:2192-2866 ; ND ; ND
ACOL01000004:c(18821-19489) ; ACOL01000004BRL01_0000:18821-19489(-); OK
ACOL01000013:14278-14946 ; ACOL01000013BRL01_0000:14278-14946(+); OK
ACOL01000044:15155-15823 ; ACOL01000044BRL01_0000:15155-15823(+); OK
ACOL01000061:c(2625-3293) ; ACOL01000061BRL01_0000:2625-3293(-); OK
ACOL01000090:9334-10002 ; ND ; ND
ACOL01000320:2155-2823 ; ND ; ND
ACOL01000371:c(265-933) ; ACOL01000371BRL01_0003:265-933(-); OK
ACOL01000001:17371-18036 ; ND ; ND
ACOL01000216:c(3124-3789) ; ACOL01000216BRL01_0002:3124-3789(-); OK
ACOL01000226:5026-5691 ; ND ; ND
ACOL01000013:3365-4027 ; ND ; ND
ACOL01000013:17556-18218 ; ND ; ND
ACOL01000016:2442-3104 ; ND ; ND
ACOL01000184:c(1969-2631) ; ACOL01000184BRL01_0001:1969-2631(-); OK
ACOL01000001:15829-16488 ; ACOL01000001BRL01_0000:15829-16488(+); OK
ACOL01000244:864-1523 ; ACOL01000244BRL01_0002:864-1523(+); OK
ACOL01000059:c(3119-3775) ; ND ; ND
ACOL01000066:4976-5632 ; ACOL01000066BRL01_0000:4976-5632(+); OK
ACOL01000071:c(4327-4983) ; ACOL01000071BRL01_0000:4327-4983(-); OK
ACOL01000118:7896-8552 ; ND ; ND
ACOL01000135:c(3500-4156) ; ACOL01000135BRL01_0001:3500-4156(-); OK
ACOL01000029:8902-9555 ; ACOL01000029BRL01_0000:8902-9555(+); OK
ACOL01000038:c(17225-17878) ; ACOL01000038BRL01_0000:17225-17878(-); OK
ACOL01000109:5624-6277 ; ACOL01000109BRL01_0001:5624-6277(+); OK
ACOL01000164:736-1389 ; ACOL01000164BRL01_0001:736-1389(+); OK
ACOL01000269:c(2200-2853) ; ND ; ND
ACOL01000012:18671-19321 ; ACOL01000012BRL01_0000:18671-19321(+); OK
ACOL01000013:19888-20538 ; ACOL01000013BRL01_0000:19888-20538(+); OK
ACOL01000045:2420-3070 ; ND ; ND
ACOL01000148:c(5321-5971) ; ND ; ND
ACOL01000574:362-1012 ; ND ; ND
ACOL01000003:21881-22525 ; ACOL01000003BRL01_0000:21881-22525(+); OK
ACOL01000031:c(9551-10195) ; ACOL01000031BRL01_0000:9551-10195(-); OK
ACOL01000036:12856-13500 ; ACOL01000036BRL01_0000:12856-13500(+); OK
ACOL01000055:c(10834-11478) ; ND ; ND
ACOL01000069:c(1246-1890) ; ACOL01000069BRL01_0000:1246-1830(-); error - start (1890/1830)
ACOL01000112:c(4179-4823) ; ND ; ND
ACOL01000289:c(3639-4283) ; ND ; ND
ACOL01000407:1775-2419 ; ND ; ND
ACOL01000009:28495-29136 ; ACOL01000009BRL01_0000:28495-29136(+); OK
ACOL01000016:c(21245-21886) ; ACOL01000016BRL01_0000:21245-21886(-); OK
ACOL01000050:2666-3307 ; ND ; ND
ACOL01000174:351-992 ; ACOL01000174BRL01_0001:351-992(+); OK
ACOL01000211:c(3722-4363) ; ACOL01000211BRL01_0002:3722-4363(-); OK
ACOL01000225:4979-5620 ; ACOL01000225BRL01_0002:4979-5620(+); OK
ACOL01000002:51997-52635 ; ND ; ND
ACOL01000039:c(14637-15275) ; ACOL01000039BRL01_0000:14637-15275(-); OK
ACOL01000164:c(5572-6210) ; ACOL01000164BRL01_0001:5572-6210(-); OK
ACOL01000582:1393-2031 ; ACOL01000582BRL01_0005:1393-2031(+); OK
ACOL01000661:c(1125-1763) ; ACOL01000661BRL01_0006:1125-1763(-); OK
ACOL01000007:10841-11476 ; ACOL01000007BRL01_0000:10841-11476(+); OK
ACOL01000013:c(18261-18896) ; ACOL01000013BRL01_0000:18261-18896(-); OK
ACOL01000044:c(157-792) ; ACOL01000044BRL01_0000:157-792(-); OK
ACOL01000060:c(13449-14084) ; ACOL01000060BRL01_0000:13449-14084(-); OK
ACOL01000066:c(5629-6264) ; ND ; ND
ACOL01000099:6362-6997 ; ACOL01000099BRL01_0000:6362-6997(+); OK
ACOL01000148:c(4045-4680) ; ND ; ND
ACOL01000185:c(2362-2997) ; ACOL01000185BRL01_0001:2362-2997(-); OK
ACOL01000208:3215-3850 ; ND ; ND
ACOL01000243:c(4959-5594) ; ACOL01000243BRL01_0002:4959-5594(-); OK
ACOL01000294:2596-3231 ; ND ; ND
ACOL01000329:c(3580-4215) ; ACOL01000329BRL01_0003:3580-4215(-); OK
ACOL01000016:5714-6346 ; ND ; ND
ACOL01000008:22841-23470 ; ACOL01000008BRL01_0000:22841-23470(+); OK
ACOL01000025:16868-17497 ; ND ; ND
ACOL01000033:c(12313-12942) ; ACOL01000033BRL01_0000:12313-12843(-); error - start (12942/12843)
ACOL01000091:c(6137-6766) ; ACOL01000091BRL01_0000:6137-6766(-); OK
ACOL01000112:2962-3591 ; ACOL01000112BRL01_0001:2962-3591(+); OK
ACOL01000163:c(4104-4733) ; ND ; ND
ACOL01000464:c(238-867) ; ACOL01000464BRL01_0004:238-867(-); OK
ACOL01000002:43325-43951 ; ACOL01000002BRL01_0000:43325-43951(+); OK
ACOL01000002:c(29666-30292) ; ACOL01000002BRL01_0000:29666-30292(-); OK
ACOL01000022:17318-17944 ; ACOL01000022BRL01_0000:17318-17944(+); OK
ACOL01000029:6724-7350 ; ACOL01000029BRL01_0000:6724-7350(+); OK
ACOL01000043:14327-14953 ; ACOL01000043BRL01_0000:14327-14953(+); OK
ACOL01000053:c(6651-7277) ; ND ; ND
ACOL01000061:c(765-1391) ; ACOL01000061BRL01_0000:765-1391(-); OK
ACOL01000232:4329-4955 ; ND ; ND
ACOL01000552:1717-2343 ; ACOL01000552BRL01_0005:1717-2343(+); OK
ACOL01000640:547-1173 ; ND ; ND
ACOL01000082:c(4457-5080) ; ACOL01000082BRL01_0000:4457-5080(-); OK
ACOL01000192:c(4922-5545) ; ND ; ND
ACOL01000758:c(735-1358) ; ACOL01000758BRL01_0007:735-1187(-); error - start (1358/1187)
ACOL01002034:c(5-628) ; ND ; ND
ACOL01000011:c(23765-24385) ; ND ; ND
ACOL01000054:c(6047-6667) ; ND ; ND
ACOL01000065:8019-8639 ; ACOL01000065BRL01_0000:8379-8639(+); error - start (8019/8379)
ACOL01000085:c(2126-2746) ; ND ; ND
ACOL01000482:1795-2415 ; ND ; ND
ACOL01000709:c(1063-1683) ; ACOL01000709BRL01_0007:1063-1683(-); OK
ACOL01000935:647-1267 ; ACOL01000935BRL01_0009:650-1267(+); error - start (647/650)
ACOL01000021:c(14304-14921) ; ACOL01000021BRL01_0000:14304-14921(-); OK
ACOL01000023:17251-17868 ; ACOL01000023BRL01_0000:17251-17868(+); OK
ACOL01000031:c(354-971) ; ACOL01000031BRL01_0000:354-971(-); OK
ACOL01000034:10200-10817 ; ACOL01000034BRL01_0000:10200-10817(+); OK
ACOL01000077:c(7057-7674) ; ACOL01000077BRL01_0000:7057-7674(-); OK
ACOL01000166:c(5722-6339) ; ACOL01000166BRL01_0001:5722-6339(-); OK
ACOL01000206:c(4577-5194) ; ND ; ND
ACOL01000240:340-957 ; ND ; ND
ACOL01000351:c(427-1044) ; ACOL01000351BRL01_0003:427-1044(-); OK
ACOL01000472:c(2167-2784) ; ACOL01000472BRL01_0004:2167-2784(-); OK
ACOL01000002:12050-12664 ; ND ; ND
ACOL01000029:11035-11649 ; ND ; ND
ACOL01000054:10174-10788 ; ACOL01000054BRL01_0000:10174-10788(+); OK
ACOL01000127:3860-4474 ; ACOL01000127BRL01_0001:3860-4474(+); OK
ACOL01000692:1045-1659 ; ACOL01000692BRL01_0006:1096-1659(+); error - start (1045/1096)
ACOL01000097:c(2433-3044) ; ACOL01000097BRL01_0000:2433-3044(-); OK
ACOL01000010:2956-3564 ; ACOL01000010BRL01_0000:2956-3564(+); OK
ACOL01000049:c(1252-1860) ; ACOL01000049BRL01_0000:1252-1860(-); OK
ACOL01000053:c(11600-12208) ; ND ; ND
ACOL01000060:10772-11380 ; ND ; ND
ACOL01000095:305-913 ; ACOL01000095BRL01_0000:305-913(+); OK
ACOL01000124:3190-3798 ; ACOL01000124BRL01_0001:3190-3798(+); OK
ACOL01000446:1699-2307 ; ACOL01000446BRL01_0004:1699-2307(+); OK
ACOL01000018:1036-1641 ; ACOL01000018BRL01_0000:1036-1641(+); OK
ACOL01000019:17956-18561 ; ND ; ND
ACOL01000034:c(5886-6491) ; ACOL01000034BRL01_0000:5886-6491(-); OK
ACOL01000488:c(173-778) ; ACOL01000488BRL01_0004:173-778(-); OK
ACOL01000656:1034-1639 ; ACOL01000656BRL01_0006:1034-1639(+); OK
ACOL01000004:22175-22777 ; ND ; ND
ACOL01000005:c(15233-15835) ; ACOL01000005BRL01_0000:15233-15835(-); OK
ACOL01000012:13193-13795 ; ACOL01000012BRL01_0000:13193-13795(+); OK
ACOL01000028:264-866 ; ACOL01000028BRL01_0000:264-866(+); OK
ACOL01000071:3717-4319 ; ACOL01000071BRL01_0000:3717-4319(+); OK
ACOL01000908:c(481-1083) ; ACOL01000908BRL01_0009:481-1083(-); OK
ACOL01002406:84-687 ; ACOL01002406BRL01_0024:84-687(+); OK
ACOL01000001:c(52607-53206) ; ND ; ND
ACOL01000019:c(10496-11095) ; ACOL01000019BRL01_0000:10496-11095(-); OK
ACOL01000059:c(11506-12105) ; ND ; ND
ACOL01000060:c(29-628) ; ND ; ND
ACOL01000117:7126-7725 ; ACOL01000117BRL01_0001:7126-7725(+); OK
ACOL01000334:199-798 ; ND ; ND
ACOL01000828:c(268-867) ; ACOL01000828BRL01_0008:268-867(-); OK
ACOL01000983:493-1092 ; ACOL01000983BRL01_0009:493-1092(+); OK
ACOL01000029:c(9990-10586) ; ND ; ND
ACOL01000118:1836-2432 ; ACOL01000118BRL01_0001:1836-2432(+); OK
ACOL01000152:c(1793-2389) ; ACOL01000152BRL01_0001:1793-2389(-); OK
ACOL01000193:c(4468-5064) ; ACOL01000193BRL01_0001:4468-5064(-); OK
ACOL01000222:4762-5358 ; ACOL01000222BRL01_0002:4762-5358(+); OK
ACOL01000342:c(2563-3159) ; ACOL01000342BRL01_0003:2563-3159(-); OK
ACOL01000443:129-725 ; ND ; ND
ACOL01000027:15267-15860 ; ND ; ND
ACOL01000047:2470-3063 ; ND ; ND
ACOL01000056:c(8762-9355) ; ACOL01000056BRL01_0000:8762-9355(-); OK
ACOL01000064:12841-13434 ; ACOL01000064BRL01_0000:12841-13434(+); OK
ACOL01000069:c(11700-12293) ; ACOL01000069BRL01_0000:11700-12293(-); OK
ACOL01000266:3471-4064 ; ACOL01000266BRL01_0002:3471-4064(+); OK
ACOL01000382:c(2943-3536) ; ACOL01000382BRL01_0003:2943-3536(-); OK
ACOL01000400:900-1493 ; ACOL01000400BRL01_0004:900-1493(+); OK
ACOL01000499:c(376-969) ; ND ; ND
ACOL01000002:c(15192-15782) ; ACOL01000002BRL01_0000:15192-15782(-); OK
ACOL01000027:c(3527-4117) ; ACOL01000027BRL01_0000:3527-4117(-); OK
ACOL01000035:13261-13851 ; ACOL01000035BRL01_0000:13261-13851(+); OK
ACOL01000039:c(3780-4370) ; ND ; ND
ACOL01000046:c(13349-13939) ; ACOL01000046BRL01_0000:13349-13939(-); OK
ACOL01000167:c(4916-5506) ; ACOL01000167BRL01_0001:4916-5506(-); OK
ACOL01000572:1412-2002 ; ND ; ND
ACOL01000715:c(60-650) ; ACOL01000715BRL01_0007:60-650(-); OK
ACOL01000010:17586-18173 ; ACOL01000010BRL01_0000:17586-18173(+); OK
ACOL01000030:744-1331 ; ND ; ND
ACOL01000127:c(1114-1701) ; ACOL01000127BRL01_0001:1184-1701(-); error - end (1114/1184)
ACOL01000144:c(3183-3770) ; ND ; ND
ACOL01000294:c(1080-1667) ; ACOL01000294BRL01_0002:1080-1667(-); OK
ACOL01000417:1601-2188 ; ND ; ND
ACOL01000436:c(692-1279) ; ACOL01000436BRL01_0004:692-1279(-); OK
ACOL01000003:42609-43193 ; ND ; ND
ACOL01000005:7302-7886 ; ACOL01000005BRL01_0000:7302-7886(+); OK
ACOL01000006:32029-32613 ; ACOL01000006BRL01_0000:32041-32613(+); error - start (32029/32041)
ACOL01000095:4187-4771 ; ND ; ND
ACOL01000111:8316-8900 ; ACOL01000111BRL01_0001:8613-8900(+); error - start (8316/8613)
ACOL01000004:20617-21198 ; ACOL01000004BRL01_0000:20617-21198(+); OK
ACOL01000129:c(3240-3821) ; ACOL01000129BRL01_0001:3240-3821(-); OK
ACOL01000003:c(40253-40831) ; ACOL01000003BRL01_0000:40253-40831(-); OK
ACOL01001675:126-704 ; ACOL01001675BRL01_0016:126-704(+); OK
ACOL01000057:c(1243-1818) ; ACOL01000057BRL01_0000:1243-1818(-); OK
ACOL01000494:c(46-621) ; ACOL01000494BRL01_0004:46-654(-); error - start (621/654)
ACOL01000012:10982-11554 ; ACOL01000012BRL01_0000:10982-11554(+); OK
ACOL01000019:c(9249-9821) ; ND ; ND
ACOL01000032:4647-5219 ; ACOL01000032BRL01_0000:4803-5219(+); error - start (4647/4803)
ACOL01000057:5255-5827 ; ND ; ND
ACOL01000115:3165-3737 ; ACOL01000115BRL01_0001:3165-3737(+); OK
ACOL01000295:2937-3509 ; ACOL01000295BRL01_0002:2937-3509(+); OK
ACOL01000342:c(1873-2445) ; ACOL01000342BRL01_0003:1873-2445(-); OK
ACOL01001313:242-814 ; ACOL01001313BRL01_0013:242-814(+); OK
ACOL01000004:1174-1743 ; ACOL01000004BRL01_0000:1387-1743(+); error - start (1174/1387)
ACOL01000005:c(25844-26413) ; ACOL01000005BRL01_0000:25844-26413(-); OK
ACOL01000020:17336-17905 ; ACOL01000020BRL01_0000:17336-17905(+); OK
ACOL01000026:9392-9961 ; ACOL01000026BRL01_0000:9392-9961(+); OK
ACOL01000054:c(3459-4028) ; ND ; ND
ACOL01000075:4852-5421 ; ND ; ND
ACOL01000104:6346-6915 ; ND ; ND
ACOL01000144:6549-7118 ; ND ; ND
ACOL01000304:3347-3916 ; ACOL01000304BRL01_0003:3347-3916(+); OK
ACOL01000835:725-1294 ; ACOL01000835BRL01_0008:809-1294(+); error - start (725/809)
ACOL01001217:c(335-904) ; ACOL01001217BRL01_0012:335-904(-); OK
ACOL01000007:13193-13759 ; ND ; ND
ACOL01000018:16374-16940 ; ACOL01000018BRL01_0000:16374-16940(+); OK
ACOL01000057:c(14760-15326) ; ACOL01000057BRL01_0000:14760-15326(-); OK
ACOL01000119:3733-4299 ; ACOL01000119BRL01_0001:3733-4299(+); OK
ACOL01000132:c(3795-4361) ; ND ; ND
ACOL01000193:1830-2396 ; ACOL01000193BRL01_0001:1830-2396(+); OK
ACOL01000206:c(3425-3991) ; ND ; ND
ACOL01000243:3278-3844 ; ACOL01000243BRL01_0002:3278-3844(+); OK
ACOL01000262:c(2458-3024) ; ND ; ND
ACOL01000321:2165-2731 ; ND ; ND
ACOL01000351:c(1839-2405) ; ND ; ND
ACOL01000600:c(171-737) ; ACOL01000600BRL01_0006:171-737(-); OK
ACOL01000001:c(34790-35353) ; ACOL01000001BRL01_0000:34790-35353(-); OK
ACOL01000006:c(33171-33734) ; ND ; ND
ACOL01000033:1591-2154 ; ND ; ND
ACOL01000048:c(1755-2318) ; ACOL01000048BRL01_0000:1755-2318(-); OK
ACOL01000135:4191-4754 ; ACOL01000135BRL01_0001:4191-4754(+); OK
ACOL01000189:c(5401-5964) ; ACOL01000189BRL01_0001:5401-5964(-); OK
ACOL01000339:c(3472-4035) ; ND ; ND
ACOL01000346:c(321-884) ; ACOL01000346BRL01_0003:321-884(-); OK
ACOL01001340:218-781 ; ND ; ND
ACOL01000028:c(10225-10785) ; ACOL01000028BRL01_0000:10225-10785(-); OK
ACOL01000033:4829-5389 ; ACOL01000033BRL01_0000:4829-5389(+); OK
ACOL01000040:c(5623-6183) ; ND ; ND
ACOL01000053:12527-13087 ; ND ; ND
ACOL01000078:c(8427-8987) ; ACOL01000078BRL01_0000:8427-8987(-); OK
ACOL01000005:21421-21978 ; ACOL01000005BRL01_0000:21421-21978(+); OK
ACOL01000025:965-1522 ; ND ; ND
ACOL01000033:6835-7392 ; ACOL01000033BRL01_0000:6868-7392(+); error - start (6835/6868)
ACOL01000055:13918-14475 ; ND ; ND
ACOL01000108:7851-8408 ; ND ; ND
ACOL01000109:c(6939-7496) ; ACOL01000109BRL01_0001:6939-7496(-); OK
ACOL01000104:c(7311-7865) ; ACOL01000104BRL01_0001:7311-7865(-); OK
ACOL01000149:c(860-1414) ; ND ; ND
ACOL01002029:c(141-695) ; ACOL01002029BRL01_0020:141-695(-); OK
ACOL01000032:13211-13762 ; ACOL01000032BRL01_0000:13211-13762(+); OK
ACOL01000432:c(119-670) ; ACOL01000432BRL01_0004:119-670(-); OK
ACOL01000692:172-723 ; ND ; ND
ACOL01000002:49622-50170 ; ACOL01000002BRL01_0000:49622-50170(+); OK
ACOL01000041:c(374-922) ; ACOL01000041BRL01_0000:374-922(-); OK
ACOL01000075:10677-11225 ; ACOL01000075BRL01_0000:10677-11225(+); OK
ACOL01000095:c(952-1500) ; ACOL01000095BRL01_0000:952-1500(-); OK
ACOL01000003:c(35571-36116) ; ACOL01000003BRL01_0000:35571-36116(-); OK
ACOL01000012:16090-16635 ; ND ; ND
ACOL01000250:2678-3223 ; ND ; ND
ACOL01000423:1914-2459 ; ACOL01000423BRL01_0004:1914-2459(+); OK
ACOL01000008:702-1244 ; ACOL01000008BRL01_0000:795-1244(+); error - start (702/795)
ACOL01000079:c(1216-1758) ; ACOL01000079BRL01_0000:1216-1758(-); OK
ACOL01000005:c(19161-19700) ; ACOL01000005BRL01_0000:19161-19700(-); OK
ACOL01000023:c(2920-3459) ; ACOL01000023BRL01_0000:2920-3459(-); OK
ACOL01000093:10517-11056 ; ACOL01000093BRL01_0000:10517-11056(+); OK
ACOL01000128:7080-7619 ; ACOL01000128BRL01_0001:7080-7619(+); OK
ACOL01000142:3865-4404 ; ACOL01000142BRL01_0001:3865-4404(+); OK
ACOL01000228:c(2651-3190) ; ACOL01000228BRL01_0002:2651-3190(-); OK
ACOL01000452:c(569-1108) ; ACOL01000452BRL01_0004:569-1108(-); OK
ACOL01000008:2846-3382 ; ND ; ND
ACOL01000054:5505-6041 ; ND ; ND
ACOL01000141:c(7479-8015) ; ACOL01000141BRL01_0001:7479-7886(-); error - start (8015/7886)
ACOL01000001:30904-31437 ; ACOL01000001BRL01_0000:30943-31437(+); error - start (30904/30943)
ACOL01000008:c(24264-24797) ; ACOL01000008BRL01_0000:24264-24797(-); OK
ACOL01000024:1020-1553 ; ACOL01000024BRL01_0000:1020-1553(+); OK
ACOL01000079:c(144-677) ; ND ; ND
ACOL01000079:9054-9587 ; ND ; ND
ACOL01000112:3607-4140 ; ACOL01000112BRL01_0001:3607-4140(+); OK
ACOL01000265:c(1556-2089) ; ND ; ND
ACOL01000067:7979-8509 ; ACOL01000067BRL01_0000:7979-8509(+); OK
ACOL01000092:7683-8213 ; ND ; ND
ACOL01000116:c(9092-9622) ; ACOL01000116BRL01_0001:9092-9622(-); OK
ACOL01000124:c(6495-7025) ; ACOL01000124BRL01_0001:6495-7025(-); OK
ACOL01000131:3357-3887 ; ACOL01000131BRL01_0001:3357-3887(+); OK
ACOL01000503:27-557 ; ACOL01000503BRL01_0005:27-557(+); OK
ACOL01000019:969-1496 ; ND ; ND
ACOL01000296:c(3593-4120) ; ACOL01000296BRL01_0002:3593-4120(-); OK
ACOL01000464:c(2275-2802) ; ACOL01000464BRL01_0004:2275-2802(-); OK
ACOL01000669:c(34-561) ; ACOL01000669BRL01_0006:34-561(-); OK
ACOL01000003:c(37462-37986) ; ACOL01000003BRL01_0000:37462-37986(-); OK
ACOL01000016:c(join(4284..4806,4832..4833))complete ; ACOL01000016BRL01_0000:4284-4763(-); error (37462/4284)(37986/4763)
ACOL01000020:524-1048 ; ACOL01000020BRL01_0000:524-1048(+); OK
ACOL01000035:c(16336-16860) ; ACOL01000035BRL01_0000:16336-16860(-); OK
ACOL01000054:14776-15300 ; ACOL01000054BRL01_0000:14776-15300(+); OK
ACOL01000067:14215-14739 ; ACOL01000067BRL01_0000:14215-14739(+); OK
ACOL01000073:c(9126-9650) ; ND ; ND
ACOL01000120:5663-6187 ; ACOL01000120BRL01_0001:5663-6187(+); OK
ACOL01000120:6251-6775 ; ACOL01000120BRL01_0001:6251-6775(+); OK
ACOL01000126:c(1402-1926) ; ACOL01000126BRL01_0001:1402-1926(-); OK
ACOL01000404:1078-1602 ; ACOL01000404BRL01_0004:1078-1602(+); OK
ACOL01001207:432-956 ; ACOL01001207BRL01_0012:432-956(+); OK
ACOL01001585:184-708 ; ND ; ND
ACOL01000001:49531-50052 ; ND ; ND
ACOL01000016:c(17797-18318) ; ND ; ND
ACOL01000055:3179-3700 ; ACOL01000055BRL01_0000:3179-3700(+); OK
ACOL01000002:c(join(8369..8884,8908..8910)) ; ACOL01000002BRL01_0000:8369-8806(-); error (3179/8369)(3700/8806)
ACOL01000012:c(19471-19989) ; ACOL01000012BRL01_0000:19471-19989(-); OK
ACOL01000019:c(9860-10378) ; ND ; ND
ACOL01000114:7485-8003 ; ND ; ND
ACOL01000844:c(561-1079) ; ACOL01000844BRL01_0008:561-1079(-); OK
ACOL01000025:156-671 ; ACOL01000025BRL01_0000:276-671(+); error - start (156/276)
ACOL01000025:c(3913-4428) ; ACOL01000025BRL01_0000:3913-4428(-); OK
ACOL01000054:13327-13842 ; ACOL01000054BRL01_0000:13327-13842(+); OK
ACOL01000101:c(4319-4834) ; ACOL01000101BRL01_0001:4319-4834(-); OK
ACOL01000291:c(2121-2636) ; ACOL01000291BRL01_0002:2121-2621(-); error - start (2636/2621)
ACOL01000042:4642-5154 ; ND ; ND
ACOL01000008:c(20065-20574) ; ACOL01000008BRL01_0000:20065-20574(-); OK
ACOL01000016:c(5063-5572) ; ACOL01000016BRL01_0000:5063-5572(-); OK
ACOL01000019:18599-19108 ; ACOL01000019BRL01_0000:18599-19108(+); OK
ACOL01000046:4823-5332 ; ACOL01000046BRL01_0000:4823-5332(+); OK
ACOL01000116:c(7909-8418) ; ACOL01000116BRL01_0001:7909-8418(-); OK
ACOL01000010:c(14783-15289) ; ACOL01000010BRL01_0000:14783-15289(-); OK
ACOL01000018:8195-8701 ; ND ; ND
ACOL01000050:c(join(11405..11907,11939..11942)) ; ACOL01000050BRL01_0000:11405-11815(-); error (14783/11405)(15289/11815)
ACOL01000168:c(3999-4505) ; ACOL01000168BRL01_0001:3999-4505(-); OK
ACOL01000374:2335-2841 ; ACOL01000374BRL01_0003:2335-2841(+); OK
ACOL01000022:c(18835-19338) ; ACOL01000022BRL01_0000:18835-19338(-); OK
ACOL01000080:c(157-660) ; ACOL01000080BRL01_0000:157-660(-); OK
ACOL01000100:c(29-532) ; ACOL01000100BRL01_0001:29-532(-); OK
ACOL01000120:c(3456-3959) ; ACOL01000120BRL01_0001:3456-3959(-); OK
ACOL01000166:c(7209-7712) ; ND ; ND
ACOL01000167:3892-4395 ; ACOL01000167BRL01_0001:3892-4395(+); OK
ACOL01000372:698-1201 ; ACOL01000372BRL01_0003:698-1201(+); OK
ACOL01000680:206-709 ; ND ; ND
ACOL01000022:9647-10147 ; ACOL01000022BRL01_0000:9647-10147(+); OK
ACOL01000024:c(1689-2189) ; ACOL01000024BRL01_0000:1689-2189(-); OK
ACOL01000048:5164-5664 ; ACOL01000048BRL01_0000:5164-5664(+); OK
ACOL01000051:c(6033-6533) ; ND ; ND
ACOL01000131:c(2219-2719) ; ND ; ND
ACOL01000222:c(2023-2523) ; ACOL01000222BRL01_0002:2023-2388(-); error - start (2523/2388)
ACOL01000495:1478-1978 ; ACOL01000495BRL01_0004:1478-1978(+); OK
ACOL01000919:c(786-1286) ; ND ; ND
ACOL01000006:20357-20854 ; ACOL01000006BRL01_0000:20357-20854(+); OK
ACOL01000010:c(8743-9240) ; ACOL01000010BRL01_0000:8743-9267(-); error - start (9240/9267)
ACOL01000055:c(14650-15147) ; ACOL01000055BRL01_0000:14650-15147(-); OK
ACOL01000346:1316-1813 ; ND ; ND
ACOL01000390:c(2873-3370) ; ACOL01000390BRL01_0003:2873-3370(-); OK
