PROTEOME ; AUGUSTUS ; ERROR AUGUSTUS
AL590443:136308-136916 ; AL590443:136308-136916(+); OK
AL590447:118877-119485 ; AL590447:118877-119485(+); OK
AL590451:125721-126329 ; AL590451:125721-126329(+); OK
AL590450:237215-237823 ; AL590450:237215-237823(+); OK
AL590443:171118-171723 ; AL590443:171118-171723(+); OK
AL590447:84595-85200 ; AL590447:84595-85200(+); OK
AL590449:c(19647-20252) ; AL590449:19647-20252(-); OK
AL590442:c(110397-110999) ; AL590442:110397-110999(-); OK
AL590443:176061-176663 ; AL590443:176061-176663(+); OK
AL590448:24242-24844 ; AL590448:24242-24844(+); OK
AL590448:183987-184589 ; AL590448:184029-184589(+); error - start (183987/184029)
AL590451:c(15968-16570) ; AL590451:15968-16570(-); OK
AL590449:c(243432-244034) ; ND ; ND
AL590442:139837-140436 ; AL590442:139813-140436(+); error - start (139837/139813)
AL590445:c(47587-48186) ; AL590445:47587-48186(-); OK
AL590448:c(8321-8920) ; ND ; ND
AL590448:c(199632-200231) ; AL590448:199632-200231(-); OK
AL391737:c(129794-130390) ; AL391737:129794-130390(-); OK
AL590443:78007-78603 ; AL590443:78007-78603(+); OK
AL590444:175536-176132 ; AL590444:175536-176132(+); OK
AL590444:186101-186697 ; AL590444:186101-186697(+); OK
AL590447:c(91679-92275) ; AL590447:91679-92275(-); OK
AL590447:99688-100284 ; AL590447:99688-100284(+); OK
AL590448:171123-171719 ; AL590448:171243-171719(+); error - start (171123/171243)
AL590451:c(24367-24963) ; AL590451:24367-24963(-); OK
AL590450:c(208331-208927) ; AL590450:208331-208927(-); OK
AL391737:c(109538-110131) ; AL391737:109538-110131(-); OK
AL590444:c(205162-205755) ; AL590444:205162-205755(-); OK
AL590446:53639-54232 ; AL590446:53639-54232(+); OK
AL590448:38973-39566 ; AL590448:38973-39566(+); OK
AL590448:86750-87343 ; AL590448:86750-87343(+); OK
AL590448:c(196703-197296) ; AL590448:196703-197296(-); OK
AL590451:c(242782-243375) ; AL590451:242782-243375(-); OK
AL590450:257769-258362 ; ND ; ND
AL391737:c(51106-51696) ; AL391737:51106-51696(-); OK
AL391737:116582-117172 ; AL391737:116582-117172(+); OK
AL391737:c(165315-165905) ; AL391737:165315-165905(-); OK
AL590442:c(161183-161773) ; AL590442:161183-161773(-); OK
AL590443:c(114158-114748) ; AL590443:114158-114748(-); OK
AL590445:179386-179976 ; AL590445:179386-179976(+); OK
AL590448:c(17491-18081) ; AL590448:17491-18081(-); OK
AL590450:98297-98887 ; AL590450:98297-98887(+); OK
AL391737:c(134877-135464) ; AL391737:134877-135464(-); OK
AL590442:26901-27488 ; AL590442:26901-27488(+); OK
AL590442:106466-107053 ; AL590442:106466-107053(+); OK
AL590445:c(156452-157039) ; AL590445:156452-157039(-); OK
AL590447:111689-112276 ; AL590447:111689-112276(+); OK
AL590444:c(92267-92851) ; AL590444:92267-92851(-); OK
AL590444:c(200929-201513) ; AL590444:200929-201513(-); OK
AL590446:c(165267-165851) ; AL590446:165267-165851(-); OK
AL590447:192269-192853 ; AL590447:192269-192853(+); OK
AL590446:c(96059-96640) ; ND ; ND
AL590450:212673-213254 ; AL590450:212673-213254(+); OK
AL391737:c(105214-105792) ; AL391737:105214-105792(-); OK
AL590442:c(58698-59276) ; AL590442:58698-59276(-); OK
AL590444:113370-113948 ; ND ; ND
AL590444:c(152782-153360) ; AL590444:152782-153387(-); error - start (153360/153387)
AL590445:c(184168-184746) ; AL590445:184168-184746(-); OK
AL590446:c(119208-119786) ; AL590446:119208-119786(-); OK
AL590443:58947-59522 ; AL590443:58947-59522(+); OK
AL590444:158589-159164 ; AL590444:158589-159164(+); OK
AL590444:197293-197868 ; AL590444:197293-197868(+); OK
AL590443:c(99072-99644) ; ND ; ND
AL590446:c(112946-113518) ; AL590446:112946-113518(-); OK
AL590447:c(115716-116288) ; AL590447:115716-116288(-); OK
AL590449:c(159256-159828) ; AL590449:159256-159828(-); OK
AL590442:171547-172116 ; AL590442:171547-172116(+); OK
AL590444:c(20442-21011) ; AL590444:20442-21011(-); OK
AL590444:c(103015-103584) ; AL590444:103015-103584(-); OK
AL590451:c(100777-101346) ; AL590451:100777-101346(-); OK
AL590451:142662-143231 ; AL590451:142662-143231(+); OK
AL590449:208503-209072 ; AL590449:208503-209072(+); OK
AL590450:258450-259019 ; ND ; ND
AL590442:73049-73615 ; AL590442:73049-73615(+); OK
AL590445:c(55807-56373) ; AL590445:55918-56373(-); error - end (55807/55918)
AL590447:67173-67739 ; AL590447:67173-67739(+); OK
AL590448:71090-71656 ; AL590448:71090-71656(+); OK
AL590449:30632-31198 ; AL590449:30650-31198(+); error - start (30632/30650)
AL590445:64989-65552 ; AL590445:64989-65552(+); OK
AL590446:c(174605-175168) ; AL590446:174605-175168(-); OK
AL590449:c(182958-183521) ; AL590449:182958-183521(-); OK
AL590450:c(41868-42431) ; AL590450:41868-42431(-); OK
AL590445:113317-113877 ; AL590445:113317-113877(+); OK
AL590445:196193-196753 ; ND ; ND
AL391737:c(96738-97295) ; AL391737:96738-97319(-); error - start (97295/97319)
AL590443:59553-60110 ; AL590443:59553-60110(+); OK
AL590443:74435-74992 ; AL590443:74435-74992(+); OK
AL590451:c(join(166840..167293,167370..167473)) ; ND ; ND
AL391737:c(46335-46889) ; AL391737:46335-46889(-); OK
AL391737:c(145900-146454) ; AL391737:145900-146454(-); OK
AL590444:103655-104209 ; AL590444:103655-104209(+); OK
AL590445:120623-121177 ; AL590445:120623-121177(+); OK
AL391737:63432-63983 ; AL391737:63432-63983(+); OK
AL590442:94542-95093 ; AL590442:94479-95093(+); error - start (94542/94479)
AL590442:c(178661-179212) ; AL590442:178661-179212(-); OK
AL590443:148264-148815 ; AL590443:148264-148692(+); error - end (148815/148692)
AL590444:138458-139009 ; AL590444:138458-139009(+); OK
AL590447:161289-161840 ; AL590447:161289-161840(+); OK
AL590448:54676-55227 ; AL590448:54676-55227(+); OK
AL590449:144658-145209 ; AL590449:144658-145209(+); OK
AL391737:166077-166625 ; AL391737:166077-166625(+); OK
AL590447:134243-134791 ; AL590447:134243-134791(+); OK
AL590449:130255-130803 ; AL590449:130255-130803(+); OK
AL590450:c(20029-20577) ; AL590445:197250-197798(+); error (20029/197250)(20577/197798)
AL590450:c(20029-20577) ; AL590450:20029-20577(-); OK
AL590450:245162-245710 ; AL590450:245162-245710(+); OK
AL590445:c(51543-52088) ; AL590445:51543-52088(-); OK
AL590446:c(165935-166480) ; AL590446:165935-166480(-); OK
AL590446:170786-171331 ; AL590446:170786-171331(+); OK
AL590447:200445-200990 ; AL590447:200445-200990(+); OK
AL590449:106611-107156 ; AL590449:106611-107156(+); OK
AL590450:join(133824..134219,134243..134392) ; AL590450:133824-134144(+); error (106611/133824)(107156/134144)
AL590445:c(174054-174596) ; AL590445:174054-174596(-); OK
AL590448:c(55660-56202) ; AL590448:55660-56202(-); OK
AL590449:101842-102384 ; AL590449:101842-102384(+); OK
AL590450:c(19297-19923) ; AL590445:197904-198530(+); error (19297/197904)(19923/198530)
AL590450:c(177351-177893) ; AL590450:177351-177893(-); OK
AL391737:37385-37924 ; AL391737:37385-37924(+); OK
AL391737:37385-37924 ; AL391737:172059-172598(-); error (37385/172059)(37924/172598)
AL590443:186117-186656 ; AL590443:186117-186656(+); OK
AL590445:c(83629-84168) ; AL590445:83629-84168(-); OK
AL590448:c(68524-69063) ; AL590448:68524-69063(-); OK
AL590451:171896-172435 ; AL590451:171896-172435(+); OK
AL590451:c(238251-238790) ; AL590451:238251-238790(-); OK
AL590445:c(174671-175207) ; AL590445:174671-175207(-); OK
AL590446:c(172512-173048) ; AL590446:172512-173015(-); error - start (173048/173015)
AL391737:c(64959-65492) ; AL391737:64959-65492(-); OK
AL590442:51413-51946 ; AL590442:51413-51946(+); OK
AL590442:c(140506-141039) ; AL590442:140506-141039(-); OK
AL590443:c(142768-143301) ; AL590443:142768-143301(-); OK
AL590446:join(86756..86888,86912..87312) ; ND ; ND
AL590448:c(130022-130555) ; AL590448:130022-130555(-); OK
AL590448:220559-221092 ; AL590448:220559-221092(+); OK
AL590451:161105-161638 ; AL590451:161105-161638(+); OK
AL590450:171112-171645 ; AL590450:171112-171645(+); OK
AL590450:207203-207736 ; AL590450:207203-207736(+); OK
AL391737:c(58808-59338) ; AL391737:58808-59338(-); OK
AL590443:67729-68259 ; AL590443:67729-68259(+); OK
AL590446:c(175213-175743) ; AL590446:175213-175743(-); OK
AL590448:77746-78276 ; AL590448:77746-78276(+); OK
AL590449:90526-91056 ; AL590449:90526-91056(+); OK
AL590442:c(92273-92800) ; AL590442:92273-92800(-); OK
AL590442:c(152709-153236) ; AL590442:152709-153236(-); OK
AL590443:c(43995-44522) ; AL590443:43995-44522(-); OK
AL590444:c(70860-71387) ; AL590444:70860-71387(-); OK
AL590446:179647-180174 ; AL590446:179647-180174(+); OK
AL590444:c(45521-46045) ; AL590444:45521-46036(-); error - start (46045/46036)
AL590447:c(130591-131115) ; ND ; ND
AL590451:129021-129545 ; AL590451:129021-129545(+); OK
AL590450:c(56415-56939) ; AL590450:56415-56939(-); OK
AL590450:c(143584-144108) ; AL590450:143584-144108(-); OK
AL590442:c(join(73719..74211,74260..74264)) ; AL590442:73719-74225(-); error (143584/73719)(144108/74225)
AL590443:93747-94268 ; AL590443:93747-94268(+); OK
AL590446:26710-27231 ; AL590446:26710-27231(+); OK
AL590448:104154-104675 ; AL590448:104154-104675(+); OK
AL590443:c(137355-137873) ; AL590443:137355-137873(-); OK
AL590444:c(77061-77579) ; AL590444:77061-77579(-); OK
AL590448:56259-56777 ; AL590448:56259-56777(+); OK
AL590450:157978-158496 ; AL590450:157978-158496(+); OK
AL391737:40924-41439 ; AL391737:40924-41439(+); OK
AL590442:c(117014-117529) ; AL590442:117014-117529(-); OK
AL590446:c(90695-91210) ; AL590446:90695-91210(-); OK
AL590446:c(join(144971..145484,145516..145517)) ; ND ; ND
AL590447:92895-93410 ; AL590447:92895-93410(+); OK
AL590448:c(100439-100954) ; AL590448:100439-100954(-); OK
AL590448:join(193308..193310,193337..193849) ; AL590448:193337-193849(+); error (100439/193337)(100954/193849)
AL590451:115771-116286 ; AL590451:115771-116286(+); OK
AL590451:146523-147038 ; AL590451:146523-147038(+); OK
AL391737:c(74878-75390) ; AL391737:74878-75390(-); OK
AL590451:c(15344-15856) ; AL590451:15344-15856(-); OK
AL590449:c(130814-131326) ; AL590449:130814-131326(-); OK
AL590450:27491-28003 ; ND ; ND
AL590450:c(101816-102328) ; AL590450:101816-102328(-); OK
AL590444:6694-7203 ; ND ; ND
AL590444:c(35205-35714) ; AL590444:35205-35714(-); OK
AL590447:92342-92851 ; AL590447:92342-92851(+); OK
AL590442:c(135717-136223) ; AL590442:135717-136223(-); OK
AL590445:176209-176715 ; AL590445:176209-176715(+); OK
AL590446:c(21857-22363) ; AL590446:21857-22363(-); OK
AL590447:c(211784-212290) ; AL590447:211784-212290(-); OK
AL590450:250146-250652 ; AL590450:250146-250652(+); OK
AL590444:c(124670-125173) ; AL590444:124670-125173(-); OK
AL590444:146042-146545 ; AL590444:146042-146545(+); OK
AL590445:c(141538-142041) ; AL590445:141538-142041(-); OK
AL590446:62220-62723 ; AL590446:62220-62723(+); OK
AL590451:182141-182644 ; AL590451:182141-182644(+); OK
AL590443:190408-190908 ; AL590443:190408-190908(+); OK
AL590444:68211-68711 ; AL590444:68211-68707(+); error - end (68711/68707)
AL590444:91664-92164 ; AL590444:91664-92164(+); OK
AL590445:c(170098-170598) ; AL590445:170098-170598(-); OK
AL590447:72367-72867 ; AL590447:72367-72867(+); OK
AL590448:82437-82937 ; AL590448:82437-82937(+); OK
AL590448:221169-221669 ; AL590448:221169-221669(+); OK
AL391737:c(78464-78961) ; AL391737:78469-78961(-); error - end (78464/78469)
AL590442:c(111064-111561) ; AL590442:111064-111561(-); OK
AL590443:152003-152500 ; AL590443:152003-152500(+); OK
AL590448:c(80938-81435) ; AL590448:80938-81435(-); OK
AL590451:110630-111127 ; ND ; ND
AL590450:128010-128507 ; AL590450:128010-128507(+); OK
AL590450:c(233406-233903) ; AL590450:233406-233903(-); OK
AL590446:81445-81939 ; AL590446:81445-81939(+); OK
AL590448:189991-190485 ; ND ; ND
AL590449:73668-74162 ; AL590449:73692-74162(+); error - start (73668/73692)
AL391737:100002-100493 ; AL391737:100002-100493(+); OK
AL590443:40448-40939 ; AL590443:40448-40939(+); OK
AL590445:188266-188757 ; AL590445:188266-188757(+); OK
AL391737:108635-109123 ; AL391737:108635-109123(+); OK
AL590442:23762-24250 ; ND ; ND
AL590446:c(145621-146109) ; AL590446:145688-146109(-); error - end (145621/145688)
AL590451:c(147099-147587) ; AL590451:147099-147635(-); error - start (147587/147635)
AL590449:179857-180345 ; AL590449:179857-180345(+); OK
AL391737:45181-45666 ; AL391737:45181-45666(+); OK
AL391737:c(45768-46253) ; AL391737:45768-46253(-); OK
AL391737:c(106468-106953) ; AL391737:106468-106953(-); OK
AL391737:119603-120088 ; AL391737:119603-120088(+); OK
AL590443:175130-175615 ; AL590443:175130-175615(+); OK
AL590447:217564-218049 ; AL590447:217564-218049(+); OK
AL590447:217564-218049 ; AL590449:8528-9013(-); error (217564/8528)(218049/9013)
AL590447:217564-218049 ; AL590450:261775-262260(+); error (217564/261775)(218049/262260)
AL590451:c(155111-155596) ; AL590451:155111-155596(-); OK
AL590442:49114-49596 ; AL590442:49114-49592(+); error - end (49596/49592)
AL590443:127498-127980 ; AL590443:127498-127980(+); OK
AL590445:c(119665-120147) ; AL590445:119665-120147(-); OK
AL590450:53844-54326 ; ND ; ND
AL391737:c(108081-108560) ; AL391737:108081-108560(-); OK
AL590443:186768-187247 ; AL590443:186810-187247(+); error - start (186768/186810)
AL590447:158965-159444 ; AL590447:158965-159444(+); OK
AL590449:c(178857-179336) ; AL590449:178857-179336(-); OK
AL590450:c(57130-57609) ; AL590450:57130-57609(-); OK
AL391737:4117-4593 ; ND ; ND
AL590446:139932-140408 ; AL590446:139932-140408(+); OK
AL590449:129660-130136 ; AL590449:129660-130136(+); OK
AL590450:122789-123265 ; AL590450:122789-123265(+); OK
AL590442:117802-118275 ; AL590442:117802-118275(+); OK
AL590443:c(94306-94779) ; AL590443:94306-94779(-); OK
AL590443:129684-130157 ; AL590443:129684-130157(+); OK
AL590444:22020-22493 ; AL590444:22020-22493(+); OK
AL391737:c(85300-85770) ; AL391737:85300-85770(-); OK
AL590442:c(178049-178519) ; AL590442:178049-178519(-); OK
AL590443:20387-20857 ; AL590443:20387-20857(+); OK
AL590443:c(135766-136236) ; AL590443:135766-136236(-); OK
AL590444:77762-78232 ; AL590444:77762-78232(+); OK
AL590448:222758-223228 ; AL590448:222734-223228(+); error - start (222758/222734)
AL590442:c(95185-95652) ; AL590442:95185-95652(-); OK
AL590444:91007-91474 ; AL590444:91007-91474(+); OK
AL590445:153986-154453 ; AL590445:153992-154453(+); error - start (153986/153992)
AL590446:c(74313-74780) ; AL590446:74313-74744(-); error - start (74780/74744)
AL590447:c(209524-209991) ; AL590447:209524-209991(-); OK
AL590449:42066-42533 ; AL590449:42066-42533(+); OK
AL590449:56065-56532 ; AL590449:56065-56532(+); OK
AL590450:c(89246-89713) ; AL590450:89246-89713(-); OK
AL590450:167404-167871 ; AL590450:167404-167871(+); OK
AL590447:c(158389-158853) ; AL590447:158389-158853(-); OK
AL590445:c(18487-18948) ; AL590445:18487-18948(-); OK
AL590446:c(147284-147745) ; AL590446:147284-147745(-); OK
AL590447:c(195281-195742) ; AL590447:195281-195742(-); OK
AL590447:205566-206027 ; AL590447:205566-206027(+); OK
AL590451:86606-87067 ; AL590451:86606-87067(+); OK
AL590442:120897-121355 ; AL590442:120897-121355(+); OK
AL590443:c(38997-39455) ; AL590443:38997-39455(-); OK
AL590451:c(129589-130047) ; AL590451:129589-130047(-); OK
AL590451:c(159725-160183) ; AL590451:159725-160183(-); OK
AL590450:c(220241-220699) ; ND ; ND
AL590442:c(84739-85194) ; AL590442:84739-85194(-); OK
AL590443:189402-189857 ; AL590443:189402-189857(+); OK
AL590448:c(168596-169051) ; AL590448:168596-169051(-); OK
AL590451:c(117837-118292) ; AL590451:117837-118292(-); OK
AL590449:207507-207962 ; AL590449:207507-207962(+); OK
AL590449:216325-216780 ; AL590449:216325-216780(+); OK
AL590442:111594-112046 ; AL590442:111618-112046(+); error - start (111594/111618)
AL590451:89906-90358 ; AL590451:89906-90358(+); OK
AL590451:238888-239340 ; AL590451:238888-239340(+); OK
AL391737:c(43508-43954) ; AL391737:43508-43954(-); OK
AL391737:88714-89160 ; AL391737:88714-89160(+); OK
AL590442:c(150783-151229) ; AL590442:150783-151229(-); OK
AL590448:join(46798..46800,46834..47277) ; AL590448:46834-47277(+); error (150783/46834)(151229/47277)
AL590448:c(120125-120571) ; AL590448:120125-120571(-); OK
AL590446:173094-173537 ; AL590446:173094-173537(+); OK
AL590446:c(195155-195598) ; AL590446:195155-195580(-); error - start (195598/195580)
AL590448:164480-164923 ; AL590448:164480-164923(+); OK
AL590449:c(join(133721..134161,134190..134192)) ; AL590449:133721-134161(-); error (164480/133721)(164923/134161)
AL590450:c(97253-97696) ; AL590450:97253-97696(-); OK
AL590450:97808-98251 ; ND ; ND
AL590450:145298-145741 ; AL590450:145298-145741(+); OK
AL391737:c(105857-106297) ; AL391737:105857-106297(-); OK
AL590446:c(113566-114006) ; AL590446:113566-114030(-); error - start (114006/114030)
AL590446:c(139455-139895) ; AL590446:139455-139874(-); error - start (139895/139874)
AL590448:c(132689-133129) ; AL590448:132689-133129(-); OK
AL590451:c(151964-152404) ; AL590451:151964-152404(-); OK
AL590443:c(39975-40412) ; AL590443:39975-40412(-); OK
AL590446:c(151440-151877) ; AL590446:151440-151877(-); OK
AL590448:c(105707-106144) ; AL590448:105707-106144(-); OK
AL590443:174562-174996 ; AL590443:174562-174996(+); OK
AL590446:57907-58341 ; AL590446:57907-58341(+); OK
AL590449:135742-136176 ; AL590449:135751-136176(+); error - start (135742/135751)
AL590447:27913-28344 ; AL590447:27913-28344(+); OK
AL590448:48561-48992 ; AL590448:48561-48992(+); OK
AL590448:c(67701-68132) ; AL590448:67701-68132(-); OK
AL590442:105236-105664 ; AL590442:105236-105664(+); OK
AL590447:c(85251-85679) ; AL590447:85251-85679(-); OK
AL391737:85944-86369 ; AL391737:85944-86369(+); OK
AL590446:c(14220-14645) ; AL590446:14220-14645(-); OK
AL391737:c(65621-66043) ; AL391737:65621-66043(-); OK
AL590442:152256-152678 ; AL590442:152256-152678(+); OK
AL590445:c(162027-162449) ; AL590445:162027-162449(-); OK
AL590447:141680-142102 ; AL590447:141680-142102(+); OK
AL590451:60794-61216 ; AL590451:60794-61216(+); OK
AL590451:141752-142174 ; AL590451:141752-142174(+); OK
AL590449:45563-45985 ; AL590449:45563-45985(+); OK
AL590443:c(143381-143800) ; AL590443:143381-143800(-); OK
AL590444:169583-170002 ; AL590444:169583-170002(+); OK
AL590446:157682-158101 ; AL590446:157682-158101(+); OK
AL590450:c(60599-61018) ; AL590450:60599-61018(-); OK
AL590442:c(141112-141528) ; AL590442:141112-141528(-); OK
AL590446:44903-45319 ; AL590446:44903-45319(+); OK
AL590451:9520-9936 ; AL590451:9520-9936(+); OK
AL590451:c(142195-142611) ; AL590451:142195-142611(-); OK
AL590449:42622-43038 ; ND ; ND
AL590449:168441-168857 ; AL590449:168513-168857(+); error - start (168441/168513)
AL391737:163665-164078 ; AL391737:163665-164078(+); OK
AL590442:c(33890-34303) ; AL590442:33890-34327(-); error - start (34303/34327)
AL590444:134211-134624 ; AL590444:134211-134624(+); OK
AL590447:210847-211260 ; ND ; ND
AL590448:c(94142-94555) ; AL590448:94142-94555(-); OK
AL590450:c(131766-132179) ; AL590450:131766-132215(-); error - start (132179/132215)
AL590450:c(205943-206356) ; AL590450:205943-206356(-); OK
AL590442:c(27968-28378) ; AL590442:27968-28378(-); OK
AL590445:128907-129317 ; AL590445:128907-129317(+); OK
AL590448:c(155874-156284) ; AL590448:155874-156284(-); OK
AL590451:c(147661-148071) ; AL590451:147661-148071(-); OK
AL590447:154130-154537 ; AL590447:154130-154537(+); OK
AL590447:221421-221828 ; ND ; ND
AL590449:c(24331-24738) ; AL590449:24331-24729(-); error - start (24738/24729)
AL590449:48542-48949 ; AL590449:48542-48949(+); OK
AL590449:c(218327-218734) ; AL590449:218351-218734(-); error - end (218327/218351)
AL391737:c(53685-54089) ; AL391737:53685-54089(-); OK
AL391737:59417-59821 ; AL391737:59435-59821(+); error - start (59417/59435)
AL391737:c(107104-107508) ; AL391737:107104-107508(-); OK
AL590443:c(29208-29612) ; AL590443:29208-29612(-); OK
AL590443:83035-83439 ; AL590443:83035-83439(+); OK
AL590444:136826-137227 ; AL590444:136826-137227(+); OK
AL590443:177226-177624 ; AL590443:177247-177624(+); error - start (177226/177247)
AL590447:c(5249-5647) ; AL590447:5249-5899(-); error - start (5647/5899)
AL590451:c(118439-118837) ; AL590451:118439-118837(-); OK
AL590450:128886-129284 ; AL590450:128886-129284(+); OK
AL391737:c(41477-41872) ; AL391737:41477-41872(-); OK
AL391737:c(154046-154441) ; AL391737:154046-154441(-); OK
AL391737:155474-155869 ; AL391737:155474-155869(+); OK
AL590444:c(33664-34059) ; AL590444:33664-34053(-); error - start (34059/34053)
AL590444:c(186777-187172) ; AL590444:186777-187172(-); OK
AL590447:c(160356-160751) ; AL590447:160356-160751(-); OK
AL590448:c(49780-50175) ; AL590448:49780-50175(-); OK
AL590451:208252-208647 ; AL590451:208252-208647(+); OK
AL590449:c(join(217423..217815,217845..217847)) ; AL590449:217510-217815(-); error (208252/217510)(208647/217815)
AL590450:c(253911-254306) ; AL590450:253911-254327(-); error - start (254306/254327)
AL590448:c(51850-52242) ; AL590448:51850-52242(-); OK
AL590448:183388-183780 ; AL590448:183388-183780(+); OK
AL590451:182631-183023 ; AL590451:182691-183023(+); error - start (182631/182691)
AL590450:c(209926-210318) ; AL590450:209926-210315(-); error - start (210318/210315)
AL590448:155453-155842 ; AL590448:155453-155842(+); OK
AL590451:c(706-1095) ; AL590451:706-1095(-); OK
AL590450:c(79209-79598) ; AL590450:79209-79598(-); OK
AL391737:107676-108062 ; AL391737:107676-108062(+); OK
AL590442:c(89020-89406) ; AL590442:89020-89406(-); OK
AL590444:c(64061-64447) ; AL590444:64061-64447(-); OK
AL590447:63325-63711 ; AL590447:63325-63711(+); OK
AL590447:78519-78905 ; AL590447:78519-78905(+); OK
AL590451:c(123397-123783) ; AL590451:123397-123783(-); OK
AL590451:152502-152888 ; AL590451:152502-152888(+); OK
AL590442:24437-24820 ; ND ; ND
AL590443:c(100019-100402) ; AL590443:100019-100402(-); OK
AL590445:197415-197798 ; ND ; ND
AL590448:59928-60311 ; AL590448:59928-60311(+); OK
AL590448:204130-204513 ; ND ; ND
AL590444:c(41072-41452) ; AL590444:41072-41434(-); error - start (41452/41434)
AL590444:199490-199870 ; AL590444:199490-199870(+); OK
AL590446:86234-86614 ; ND ; ND
AL590442:c(94112-94489) ; ND ; ND
AL590443:78720-79097 ; AL590443:78720-79097(+); OK
AL590444:208018-208395 ; ND ; ND
AL590448:133521-133898 ; AL590448:133521-133898(+); OK
AL590445:71660-72034 ; AL590445:71660-72010(+); error - end (72034/72010)
AL590445:c(113916-114290) ; ND ; ND
AL590447:32271-32645 ; AL590447:32271-32645(+); OK
AL590447:143731-144105 ; AL590447:143731-144105(+); OK
AL590451:173388-173762 ; ND ; ND
AL391737:c(11158-11529) ; ND ; ND
AL590442:4524-4895 ; AL590442:4524-4895(+); OK
AL590442:4524-4895 ; AL590444:213230-213571(-); error (4524/213230)(4895/213571)
AL590443:6782-7153 ; ND ; ND
AL590443:c(177742-178113) ; AL590443:177742-178113(-); OK
AL590444:21031-21402 ; AL590444:21031-21402(+); OK
AL590446:c(37433-37804) ; ND ; ND
AL590446:c(210069-210440) ; AL590446:210069-210440(-); OK
AL590447:146729-147100 ; AL590447:146729-147100(+); OK
AL590450:126871-127242 ; AL590450:126871-127242(+); OK
AL590450:207852-208223 ; AL590450:207852-208223(+); OK
AL590445:30569-30937 ; AL590445:30569-30937(+); OK
AL590445:c(40141-40509) ; AL590445:40141-40509(-); OK
AL590446:c(108254-108622) ; AL590446:108254-108622(-); OK
AL590447:c(216787-217155) ; AL590447:216787-217155(-); OK
AL590447:c(216787-217155) ; AL590449:9422-9790(+); error (216787/9422)(217155/9790)
AL590449:c(33886-34254) ; AL590449:33886-34254(-); OK
AL590444:126132-126497 ; AL590444:126132-126497(+); OK
AL590450:c(11372-11737) ; ND ; ND
AL590442:c(join(92901..93260,93284..93286)) ; AL590442:92901-93260(-); error (126132/92901)(126497/93260)
AL590442:c(join(104293..104810,104842..104845)) ; ND ; ND
AL590443:89018-89380 ; AL590443:89018-89380(+); OK
AL590446:c(58353-58715) ; AL590446:58353-58652(-); error - start (58715/58652)
AL590447:c(62926-63288) ; AL590447:62926-63288(-); OK
AL590447:c(108178-108540) ; AL590447:108178-108540(-); OK
AL590448:90977-91339 ; AL590448:90977-91339(+); OK
AL590450:96817-97179 ; AL590450:96817-97179(+); OK
AL590443:c(176672-177031) ; AL590443:176672-177031(-); OK
AL590444:c(152355-152714) ; AL590444:152355-152714(-); OK
AL590445:67993-68352 ; AL590445:67993-68352(+); OK
AL590445:c(104712-105071) ; AL590445:104712-105071(-); OK
AL391737:160267-160623 ; AL391737:160267-160623(+); OK
AL590443:c(104656-105012) ; AL590443:104656-105012(-); OK
AL590451:c(84816-85172) ; AL590451:84816-85172(-); OK
AL590449:30181-30537 ; AL590449:30181-30537(+); OK
AL590449:140983-141339 ; AL590449:140983-141339(+); OK
AL590449:c(212265-212621) ; ND ; ND
AL590450:c(80833-81189) ; AL590450:80833-81189(-); OK
AL590450:c(95320-95676) ; AL590450:95320-95676(-); OK
AL590450:136648-137004 ; AL590450:136648-137004(+); OK
AL590450:191135-191491 ; AL590450:191135-191491(+); OK
AL590443:136975-137328 ; AL590443:136975-137328(+); OK
AL590444:78319-78672 ; AL590444:78319-78672(+); OK
AL590445:c(34814-35167) ; AL590445:34814-35179(-); error - start (35167/35179)
AL590451:c(49620-49973) ; AL590451:49620-49973(-); OK
AL590449:115938-116291 ; AL590449:115938-116291(+); OK
AL590445:203523-203873 ; ND ; ND
AL590448:43502-43852 ; AL590448:43502-43852(+); OK
AL590448:182980-183330 ; AL590448:182980-183330(+); OK
AL590444:join(61296..61466,61490..61666) ; ND ; ND
AL590446:c(142991-143338) ; AL590446:142991-143338(-); OK
AL590442:97164-97508 ; AL590442:97164-97508(+); OK
AL590444:c(174018-174362) ; ND ; ND
AL590447:139862-140206 ; AL590447:139862-140206(+); OK
AL590447:c(144173-144517) ; AL590447:144173-144517(-); OK
AL590451:67285-67629 ; AL590451:67288-67629(+); error - start (67285/67288)
AL590442:51979-52320 ; AL590442:51979-52320(+); OK
AL590442:c(105702-106043) ; AL590442:105702-106031(-); error - start (106043/106031)
AL590451:c(94859-95200) ; AL590451:94859-95200(-); OK
AL590442:c(58334-58672) ; AL590442:58334-58672(-); OK
AL590444:c(92920-93258) ; AL590444:92920-93258(-); OK
AL590444:142074-142412 ; AL590444:142113-142412(+); error - start (142074/142113)
AL590445:c(185865-186203) ; AL590445:185865-186203(-); OK
AL391737:c(104764-105099) ; AL391737:104764-105099(-); OK
AL590443:25619-25954 ; AL590443:25619-25954(+); OK
AL590448:c(117346-117681) ; AL590448:117346-117705(-); error - start (117681/117705)
AL590443:c(92067-92399) ; AL590443:92067-92399(-); OK
AL590451:75388-75720 ; ND ; ND
AL590442:c(106078-106407) ; AL590442:106078-106407(-); OK
AL590445:196826-197155 ; AL590445:196826-197155(+); OK
AL590447:108579-108908 ; AL590447:108579-108908(+); OK
