PROTEOME ; FUNANNOTATE ; ERROR FUNANNOTATE
JH605027:42080-42859 ; JH6050:42080-42859(+); OK
JH605023:117779-118555 ; JH6050:117779-118555(+); OK
JH605024:619558-620334 ; ND ; ND
JH605024:c(673453-674229) ; ND ; ND
JH605025:402208-402984 ; ND ; ND
JH605028:13057-13833 ; JH6050:13057-13833(+); OK
JH605023:c(502658-503431) ; ND ; ND
JH605023:793625-794398 ; JH6050:793625-794398(+); OK
JH605024:c(225229-226002) ; JH6050:225229-226002(-); OK
JH605027:285152-285925 ; JH6050:285152-285925(+); OK
JH605023:254996-255766 ; JH6050:254996-255766(+); OK
JH605024:60506-61276 ; JH6050:60506-61276(+); OK
JH605024:c(477864-478634) ; JH6050:477864-478634(-); OK
JH605025:c(496133-496903) ; ND ; ND
JH605026:411338-412108 ; JH6050:411338-412108(+); OK
JH605023:c(861268-862035) ; JH6050:861268-862104(-); error - start (862035/862104)
JH605025:c(516289-517056) ; JH6050:516289-517107(-); error - start (517056/517107)
JH605030:c(114639-115406) ; JH6050:114639-115361(-); error - start (115406/115361)
JH605023:382321-383085 ; JH6050:382081-383085(+); error - start (382321/382081)
JH605023:528082-528846 ; ND ; ND
JH605024:c(123336-124100) ; JH6050:123336-124100(-); OK
JH605029:c(50716-51480) ; JH6050:50716-51408(-); error - start (51480/51408)
JH605029:c(148677-149441) ; JH6050:148677-149441(-); OK
JH605023:c(734459-735220) ; JH6050:734459-735220(-); OK
JH605024:466901-467662 ; JH6050:466901-467662(+); OK
JH605025:219938-220699 ; JH6050:219938-220699(+); OK
JH605025:c(405473-406234) ; ND ; ND
JH605026:406539-407300 ; ND ; ND
JH605026:c(501195-501956) ; ND ; ND
JH605024:c(182662-183420) ; JH6050:182662-183420(-); OK
JH605024:c(551554-552312) ; JH6050:551554-552312(-); OK
JH605025:205155-205913 ; JH6050:205155-205913(+); OK
JH605026:c(192788-193546) ; JH6050:192788-193546(-); OK
JH605026:c(402358-403116) ; JH6050:402358-403116(-); OK
JH605026:472420-473178 ; ND ; ND
JH605027:c(244232-244990) ; JH6050:244232-244969(-); error - start (244990/244969)
JH605023:c(456504-457259) ; ND ; ND
JH605023:605904-606659 ; ND ; ND
JH605023:c(730812-731567) ; JH6050:730812-731567(-); OK
JH605025:123162-123917 ; ND ; ND
JH605026:c(163625-164380) ; JH6050:163625-164326(-); error - start (164380/164326)
JH605026:c(163625-164380) ; JH6050:75862-76563(+); error (163625/75862)(164380/76563)
JH605026:403177-403932 ; JH6050:403177-403932(+); OK
JH605028:75862-76563 ; ND ; ND
JH605023:497348-498100 ; ND ; ND
JH605024:c(35976-36728) ; JH6050:35976-36728(-); OK
JH605024:c(168440-169192) ; JH6050:168440-169192(-); OK
JH605024:674606-675358 ; ND ; ND
JH605027:c(169014-169766) ; ND ; ND
JH605023:327613-328362 ; JH6050:327613-328362(+); OK
JH605023:721214-721963 ; JH6050:721214-721963(+); OK
JH605023:865381-866130 ; JH6050:865381-866130(+); OK
JH605025:45242-45991 ; JH6050:45242-45991(+); OK
JH605025:324112-324861 ; JH6050:324190-324861(+); error - start (324112/324190)
JH605026:242730-243479 ; ND ; ND
JH605030:c(19255-20004) ; JH6050:19255-20004(-); OK
JH605025:264163-264909 ; ND ; ND
JH605028:119987-120733 ; JH6050:119987-120733(+); OK
JH605028:171936-172682 ; ND ; ND
JH605023:576164-576907 ; JH6050:576164-576907(+); OK
JH605023:c(60052-60792) ; JH6050:431922-432662(-); error (60052/431922)(60792/432662)
JH605023:112065-112805 ; JH6050:111972-112805(+); error - start (112065/111972)
JH605023:c(590998-591738) ; JH6050:590998-591738(-); OK
JH605024:c(358682-359422) ; JH6050:358682-359422(-); OK
JH605025:c(155509-156249) ; ND ; ND
JH605025:c(431922-432662) ; ND ; ND
JH605028:203470-204210 ; JH6050:203605-204210(+); error - start (203470/203605)
JH605030:c(41429-42169) ; JH6050:41429-42169(-); OK
JH605030:c(47774-48514) ; JH6050:47774-48514(-); OK
JH605030:59373-60113 ; JH6050:59373-60113(+); OK
JH605023:c(150455-151192) ; JH6050:150455-151192(-); OK
JH605025:525907-526644 ; JH6050:525907-526644(+); OK
JH605023:102362-103096 ; JH6050:102362-103096(+); OK
JH605023:407295-408029 ; JH6050:407295-408029(+); OK
JH605024:c(294068-294802) ; JH6050:294068-294802(-); OK
JH605024:c(524179-524913) ; JH6050:524179-524913(-); OK
JH605026:345900-346634 ; JH6050:345900-346561(+); error - end (346634/346561)
JH605027:302699-303433 ; JH6050:302687-303433(+); error - start (302699/302687)
JH605030:70114-70848 ; JH6050:70114-70848(+); OK
JH605023:423980-424711 ; JH6050:423980-424711(+); OK
JH605023:733342-734073 ; JH6050:733342-734073(+); OK
JH605024:306977-307708 ; JH6050:306977-307708(+); OK
JH605025:185214-185945 ; JH6050:185214-185945(+); OK
JH605025:c(526646-527377) ; ND ; ND
JH605025:561720-562451 ; JH6050:561720-562451(+); OK
JH605026:c(230914-231645) ; ND ; ND
JH605032:23837-24568 ; JH6050:23837-24568(+); OK
JH605024:c(204194-204922) ; JH6050:204194-204922(-); OK
JH605024:359466-360194 ; JH6050:359466-360194(+); OK
JH605024:c(696997-697725) ; ND ; ND
JH605026:354053-354781 ; JH6050:354053-354781(+); OK
JH605027:c(331270-331998) ; ND ; ND
JH605028:92151-92879 ; JH6050:92151-92879(+); OK
JH605028:182025-182753 ; ND ; ND
JH605023:795445-796170 ; JH6050:795445-796170(+); OK
JH605028:121594-122319 ; ND ; ND
JH605024:c(379079-379801) ; JH6050:379079-379801(-); OK
JH605026:87350-88072 ; JH6050:87350-88072(+); OK
JH605026:432366-433088 ; JH6050:432366-433088(+); OK
JH605027:70662-71384 ; JH6050:70662-71384(+); OK
JH605025:c(79609-80328) ; JH6050:79609-80328(-); OK
JH605026:c(50455-51174) ; JH6050:50455-51174(-); OK
JH605029:c(130510-131229) ; ND ; ND
JH605023:712874-713590 ; JH6050:712874-713590(+); OK
JH605024:342243-342959 ; JH6050:342243-342959(+); OK
JH605025:c(344130-344846) ; JH6050:344130-344846(-); OK
JH605023:11676-12389 ; ND ; ND
JH605023:c(496602-497315) ; ND ; ND
JH605024:207471-208184 ; JH6050:207471-208184(+); OK
JH605024:c(391610-392323) ; JH6050:391610-392323(-); OK
JH605027:250593-251306 ; JH6050:250593-251306(+); OK
JH605028:c(125928-126641) ; JH6050:125928-126641(-); OK
JH605032:849-1562 ; ND ; ND
JH605025:c(185964-186674) ; JH6050:185964-186674(-); OK
JH605028:34954-36000 ; JH6050:34954-36000(+); OK
JH605023:137037-137744 ; JH6050:137037-137744(+); OK
JH605024:34363-35070 ; JH6050:34363-35070(+); OK
JH605024:51424-52131 ; JH6050:51424-52131(+); OK
JH605024:377641-378348 ; JH6050:377641-378348(+); OK
JH605024:382361-383068 ; JH6050:382361-383068(+); OK
JH605024:c(635683-636390) ; ND ; ND
JH605026:385165-385872 ; JH6050:385165-385872(+); OK
JH605027:236282-236989 ; ND ; ND
JH605029:c(157272-157979) ; JH6050:157272-157979(-); OK
JH605030:c(5443-6150) ; JH6050:5443-6150(-); OK
JH605024:c(498561-499265) ; JH6050:498561-499265(-); OK
JH605023:c(195060-195761) ; JH6050:195060-195761(-); OK
JH605023:c(634220-634921) ; JH6050:634220-634921(-); OK
JH605024:c(87104-87805) ; ND ; ND
JH605025:c(525045-525746) ; JH6050:525057-525734(-); error (525045/525057)(525746/525734)
JH605028:c(39310-40011) ; JH6050:39310-40011(-); OK
JH605059:1-702 ; ND ; ND
JH605023:726351-727049 ; JH6050:726351-727049(+); OK
JH605023:c(853387-854085) ; JH6050:853387-854085(-); OK
JH605023:858064-858762 ; JH6050:858064-858762(+); OK
JH605025:c(51122-51820) ; JH6050:51122-51820(-); OK
JH605025:c(417136-417834) ; ND ; ND
JH605025:c(560737-561435) ; JH6050:560737-561435(-); OK
JH605026:275144-275842 ; JH6050:275144-275842(+); OK
JH605028:c(124671-125369) ; ND ; ND
JH605028:275005-275703 ; JH6050:274870-275703(+); error - start (275005/274870)
JH605023:c(206571-207266) ; JH6050:206571-207275(-); error - start (207266/207275)
JH605024:c(33605-34300) ; JH6050:33605-34300(-); OK
JH605024:c(430249-430944) ; JH6050:430249-430983(-); error - start (430944/430983)
JH605027:204136-204831 ; ND ; ND
JH605025:c(581786-582478) ; JH6050:581786-582478(-); OK
JH605026:c(400982-401674) ; ND ; ND
JH605027:c(97616-98308) ; JH6050:97616-98308(-); OK
JH605027:c(135601-136293) ; ND ; ND
JH605030:84455-85147 ; JH6050:84422-85147(+); error - start (84455/84422)
JH605023:c(641207-641896) ; ND ; ND
JH605025:c(103715-104404) ; ND ; ND
JH605024:c(154197-154883) ; JH6050:154197-154883(-); OK
JH605026:475817-476503 ; ND ; ND
JH605026:514280-514966 ; ND ; ND
JH605030:c(68917-69603) ; JH6050:68917-69579(-); error - start (69603/69579)
JH605023:536756-537439 ; ND ; ND
JH605025:619432-620115 ; ND ; ND
JH605026:c(211759-212442) ; JH6050:211759-212400(-); error - start (212442/212400)
JH605026:c(298113-298796) ; JH6050:298113-298796(-); OK
JH605029:c(41108-41791) ; JH6050:41108-41791(-); OK
JH605023:703465-704145 ; ND ; ND
JH605024:c(528596-529276) ; ND ; ND
JH605026:c(337270-337950) ; JH6050:337270-337950(-); OK
JH605027:113210-113890 ; JH6050:113210-113890(+); OK
JH605027:c(204854-205534) ; ND ; ND
JH605023:c(106649-107326) ; JH6050:106649-107269(-); error - start (107326/107269)
JH605025:c(229392-230069) ; JH6050:229392-230069(-); OK
JH605026:c(55854-56531) ; JH6050:54776-55907(-); error (55854/54776)(56531/55907)
JH605026:c(55854-56531) ; JH6050:55969-56531(-); error - end (55854/55969)
JH605026:84282-84959 ; JH6050:84282-84959(+); OK
JH605027:c(75276-75953) ; JH6050:75276-75953(-); OK
JH605025:231133-231807 ; ND ; ND
JH605030:64783-65457 ; ND ; ND
JH605023:22753-23424 ; JH6050:22711-23424(+); error - start (22753/22711)
JH605024:192504-193175 ; JH6050:192504-193175(+); OK
JH605025:353219-353890 ; ND ; ND
JH605025:370778-371449 ; ND ; ND
JH605027:315861-316532 ; JH6050:315861-316532(+); OK
JH605032:17345-18016 ; JH6050:17345-18016(+); OK
JH605024:286131-286799 ; JH6050:286131-286799(+); OK
JH605024:c(629689-630357) ; ND ; ND
JH605024:c(678226-678894) ; ND ; ND
JH605025:406502-407170 ; ND ; ND
JH605025:c(508877-509545) ; JH6050:508877-509545(-); OK
JH605033:c(10366-11034) ; ND ; ND
JH605023:c(247152-247982) ; JH6050:247152-247982(-); OK
JH605023:c(875304-875969) ; JH6050:875304-875969(-); OK
JH605024:c(132272-132937) ; JH6050:132272-132937(-); OK
JH605023:895585-896247 ; JH6050:895585-896247(+); OK
JH605024:28237-28899 ; JH6050:28237-28899(+); OK
JH605024:c(255645-256307) ; ND ; ND
JH605026:c(499137-499799) ; ND ; ND
JH605029:c(151593-152255) ; JH6050:151593-152234(-); error - start (152255/152234)
JH605024:c(638124-638783) ; ND ; ND
JH605026:224599-225258 ; ND ; ND
JH605031:c(46568-47227) ; JH6050:46686-47227(-); error - end (46568/46686)
JH605024:c(196790-197446) ; JH6050:196790-197446(-); OK
JH605028:c(133655-134311) ; JH6050:133655-134311(-); OK
JH605030:c(35060-35716) ; JH6050:35060-35716(-); OK
JH605024:39784-40437 ; ND ; ND
JH605025:c(121898-122551) ; JH6050:121898-122551(-); OK
JH605025:363783-364436 ; ND ; ND
JH605026:29165-29818 ; ND ; ND
JH605027:147750-148403 ; ND ; ND
JH605023:301480-302130 ; JH6050:301480-302130(+); OK
JH605023:c(711954-712604) ; JH6050:711954-712604(-); OK
JH605023:c(878067-878717) ; JH6050:878067-878717(-); OK
JH605025:278597-279247 ; ND ; ND
JH605025:c(582698-583348) ; JH6050:582698-583348(-); OK
JH605026:c(274318-274968) ; JH6050:274318-274968(-); OK
JH605029:18374-19024 ; JH6050:18374-19024(+); OK
JH605023:202328-202975 ; JH6050:202328-202975(+); OK
JH605023:580066-580713 ; JH6050:580066-580713(+); OK
JH605024:c(109937-110584) ; JH6050:109937-110584(-); OK
JH605024:c(270850-271497) ; JH6050:270850-271419(-); error - start (271497/271419)
JH605024:311268-311915 ; JH6050:311268-311915(+); OK
JH605024:c(351907-352554) ; JH6050:351907-352554(-); OK
JH605024:c(390661-391308) ; JH6050:390661-391308(-); OK
JH605025:117917-118564 ; ND ; ND
JH605026:c(13292-13939) ; JH6050:13292-13939(-); OK
JH605028:229454-230101 ; JH6050:229454-230101(+); OK
JH605028:c(281724-282371) ; JH6050:281724-282395(-); error - start (282371/282395)
JH605029:73881-74528 ; ND ; ND
JH605030:c(58307-58954) ; JH6050:58307-58954(-); OK
JH605023:c(292384-293028) ; JH6050:292384-293028(-); OK
JH605026:330690-331334 ; JH6050:330690-331334(+); OK
JH605030:31443-32087 ; JH6050:31443-32087(+); OK
JH605023:387480-388121 ; ND ; ND
JH605024:c(224561-225202) ; JH6050:224561-225202(-); OK
JH605025:c(292900-293541) ; JH6050:292900-293541(-); OK
JH605025:434109-434750 ; JH6050:434109-434750(+); OK
JH605026:c(241633-242274) ; ND ; ND
JH605027:c(76208-76849) ; JH6050:76208-76849(-); OK
JH605028:237428-238069 ; JH6050:237428-238069(+); OK
JH605025:144697-145335 ; JH6050:144697-145335(+); OK
JH605025:244653-245291 ; ND ; ND
JH605030:c(67822-68460) ; JH6050:67822-68460(-); OK
JH605024:c(459-1094) ; JH6050:459-1094(-); OK
JH605027:c(96472-97107) ; JH6050:96472-97107(-); OK
JH605027:158111-158746 ; JH6050:158111-158746(+); OK
JH605028:300617-301252 ; JH6050:300797-301252(+); error - start (300617/300797)
JH605029:c(160925-161560) ; JH6050:160925-161560(-); OK
JH605023:c(281353-281985) ; JH6050:281353-281985(-); OK
JH605024:c(445886-446518) ; ND ; ND
JH605025:246505-247137 ; ND ; ND
JH605025:c(606069-606701) ; JH6050:606069-606701(-); OK
JH605027:c(335867-336499) ; ND ; ND
JH605028:273708-274340 ; JH6050:273708-274340(+); OK
JH605030:c(152948-153580) ; JH6050:152948-153580(-); OK
JH605034:c(604-1236) ; ND ; ND
JH605023:30559-31188 ; JH6050:30559-31188(+); OK
JH605023:c(866553-867182) ; JH6050:866553-867182(-); OK
JH605024:c(541021-541650) ; JH6050:541021-541650(-); OK
JH605025:c(334270-336042) ; JH6050:334270-336042(-); OK
JH605025:609557-610186 ; JH6050:609566-610186(+); error - start (609557/609566)
JH605026:c(169046-169675) ; JH6050:169046-169675(-); OK
JH605027:c(171197-171826) ; ND ; ND
JH605028:c(7731-8360) ; JH6050:7731-8360(-); OK
JH605028:c(134781-135410) ; ND ; ND
JH605030:62987-63616 ; JH6050:62987-63616(+); OK
JH605023:29842-30468 ; JH6050:29842-30468(+); OK
JH605023:c(822299-822925) ; JH6050:822299-822925(-); OK
JH605023:841138-841764 ; JH6050:841138-841764(+); OK
JH605024:c(366374-367000) ; JH6050:366374-367000(-); OK
JH605027:c(381757-382383) ; ND ; ND
JH605024:492102-492725 ; JH6050:492102-492725(+); OK
JH605029:149648-150271 ; JH6050:149648-150271(+); OK
JH605023:598650-599270 ; ND ; ND
JH605023:741759-742379 ; JH6050:741759-742379(+); OK
JH605024:78247-78867 ; JH6050:78247-78867(+); OK
JH605024:98411-99031 ; JH6050:98387-99031(+); error - start (98411/98387)
JH605025:c(258226-258846) ; ND ; ND
JH605025:c(414685-415305) ; ND ; ND
JH605027:c(43986-44606) ; JH6050:43986-44606(-); OK
JH605023:238301-238918 ; JH6050:238301-238918(+); OK
JH605024:c(29079-29696) ; JH6050:29079-29696(-); OK
JH605026:210238-210855 ; JH6050:210238-210855(+); OK
JH605023:c(80541-81155) ; JH6050:80541-81155(-); OK
JH605023:283528-284142 ; JH6050:283528-284142(+); OK
JH605023:714960-715574 ; JH6050:714960-715574(+); OK
JH605024:685066-685680 ; ND ; ND
JH605025:c(50166-50780) ; JH6050:50166-50813(-); error - start (50780/50813)
JH605026:266392-267006 ; JH6050:266371-267006(+); error - start (266392/266371)
JH605026:c(353408-354022) ; JH6050:353408-354022(-); OK
JH605026:463862-464476 ; ND ; ND
JH605028:c(41000-41614) ; JH6050:41000-41614(-); OK
JH605030:70909-71523 ; JH6050:70909-71523(+); OK
JH605023:c(819202-819813) ; JH6050:819202-819813(-); OK
JH605023:875995-876606 ; JH6050:875995-876606(+); OK
JH605024:c(186487-187098) ; ND ; ND
JH605025:490166-490777 ; JH6050:490247-490777(+); error - start (490166/490247)
JH605025:c(524437-525048) ; JH6050:524437-524988(-); error - start (525048/524988)
JH605029:c(86447-87058) ; ND ; ND
JH605024:108916-109524 ; ND ; ND
JH605024:314847-315455 ; JH6050:314847-315455(+); OK
JH605024:319197-319805 ; JH6050:319365-319805(+); error - start (319197/319365)
JH605025:171674-172282 ; JH6050:171674-172282(+); OK
JH605025:c(391192-391800) ; ND ; ND
JH605026:c(473343-473951) ; ND ; ND
JH605023:36538-37143 ; JH6050:36538-37143(+); OK
JH605023:c(401616-402221) ; JH6050:401616-402221(-); OK
JH605023:869437-870042 ; JH6050:869437-870025(+); error - end (870042/870025)
JH605027:220602-221207 ; ND ; ND
JH605024:79254-79856 ; JH6050:79278-79856(+); error - start (79254/79278)
JH605026:c(238267-238869) ; ND ; ND
JH605026:260967-261569 ; JH6050:260967-261569(+); OK
JH605026:c(529809-530411) ; ND ; ND
JH605024:271826-272425 ; ND ; ND
JH605024:364878-365477 ; JH6050:364878-365477(+); OK
JH605024:452770-453369 ; JH6050:452770-453369(+); OK
JH605026:c(380997-381596) ; JH6050:381146-381551(-); error (380997/381146)(381596/381551)
JH605026:c(380997-381596) ; JH6050:378862-381071(-); error (380997/378862)(381596/381071)
JH605028:95685-96284 ; JH6050:95685-96284(+); OK
JH605029:138437-139036 ; JH6050:138437-139036(+); OK
JH605023:278906-279502 ; JH6050:278906-279502(+); OK
JH605024:211534-212130 ; JH6050:211534-212130(+); OK
JH605025:253886-254482 ; ND ; ND
JH605027:c(119936-120532) ; JH6050:119936-120283(-); error - start (120532/120283)
JH605027:c(269819-270415) ; JH6050:269819-270415(-); OK
JH605023:c(454654-455247) ; ND ; ND
JH605026:c(445674-446267) ; JH6050:445674-446402(-); error - start (446267/446402)
JH605031:c(11841-12434) ; JH6050:11841-12434(-); OK
JH605023:c(200618-201208) ; JH6050:200618-201208(-); OK
JH605023:314770-315360 ; JH6050:314770-315360(+); OK
JH605024:c(343283-343873) ; JH6050:343283-344122(-); error - start (343873/344122)
JH605024:c(370920-371510) ; JH6050:370920-371510(-); OK
JH605024:c(479147-479737) ; ND ; ND
JH605027:53028-53618 ; JH6050:53028-53618(+); OK
JH605027:99327-99917 ; JH6050:99327-99917(+); OK
JH605027:c(193434-194024) ; ND ; ND
JH605027:c(377620-378210) ; ND ; ND
JH605029:c(7149-7739) ; ND ; ND
JH605023:c(115796-116383) ; JH6050:115796-116383(-); OK
JH605023:c(621258-621845) ; ND ; ND
JH605023:c(826828-827415) ; JH6050:826828-827346(-); error - start (827415/827346)
JH605023:841941-842528 ; JH6050:841941-842528(+); OK
JH605026:439401-439988 ; JH6050:439401-439988(+); OK
JH605026:c(478452-479039) ; ND ; ND
JH605027:c(146989-147576) ; ND ; ND
JH605030:c(147424-148011) ; JH6050:147424-148011(-); OK
JH605024:26873-27457 ; JH6050:26873-27457(+); OK
JH605024:c(584805-585388) ; JH6050:584804-585388(-); error - end (584805/584804)
JH605026:c(412266-412850) ; ND ; ND
JH605027:148540-149124 ; ND ; ND
JH605027:c(237650-238234) ; ND ; ND
JH605025:604272-604853 ; JH6050:604272-604853(+); OK
JH605026:c(308595-309176) ; JH6050:308595-309176(-); OK
JH605030:c(146524-147105) ; JH6050:146524-147105(-); OK
JH605024:c(180609-181187) ; JH6050:180609-181187(-); OK
JH605026:382271-382849 ; JH6050:382271-382849(+); OK
JH605026:c(437555-438133) ; JH6050:437555-438133(-); OK
JH605029:94725-95303 ; ND ; ND
JH605024:c(402716-403291) ; JH6050:402716-403291(-); OK
JH605026:164365-164940 ; JH6050:164365-164940(+); OK
JH605026:164365-164940 ; JH6050:75248-75823(-); error (164365/75248)(164940/75823)
JH605028:c(75248-75823) ; ND ; ND
JH605023:216988-217560 ; JH6050:216988-217560(+); OK
JH605024:516702-517274 ; JH6050:516702-517274(+); OK
JH605025:c(35914-36486) ; JH6050:35914-36486(-); OK
JH605027:230260-230832 ; ND ; ND
JH605024:103603-104172 ; JH6050:103603-104172(+); OK
JH605024:c(257402-257971) ; JH6050:257402-257971(-); OK
JH605024:c(467702-468271) ; ND ; ND
JH605025:c(576591-577160) ; JH6050:576591-577160(-); OK
JH605028:c(126935-127504) ; JH6050:126935-127504(-); OK
JH605062:90-656 ; ND ; ND
JH605023:279548-280114 ; JH6050:279548-280114(+); OK
JH605023:c(498391-498957) ; ND ; ND
JH605023:766061-766627 ; JH6050:766061-766627(+); OK
JH605024:c(274067-274633) ; JH6050:274067-274633(-); OK
JH605024:c(468833-469399) ; JH6050:468833-469399(-); OK
JH605025:245879-246445 ; ND ; ND
JH605025:c(529099-529665) ; ND ; ND
JH605026:25224-25790 ; JH6050:25224-25790(+); OK
JH605026:c(49179-49745) ; JH6050:49179-49745(-); OK
JH605029:162909-163475 ; JH6050:162963-163475(+); error - start (162909/162963)
JH605023:608240-608803 ; ND ; ND
JH605023:681364-681927 ; ND ; ND
JH605023:743685-744248 ; JH6050:743760-744248(+); error - start (743685/743760)
JH605023:825240-825803 ; JH6050:825240-825803(+); OK
JH605025:544056-544619 ; ND ; ND
JH605026:c(273478-274041) ; JH6050:273478-274041(-); OK
JH605023:140936-141496 ; JH6050:140936-141496(+); OK
JH605023:c(227623-228183) ; JH6050:227623-228183(-); OK
JH605024:201313-201873 ; JH6050:201313-201873(+); OK
JH605025:62935-63495 ; JH6050:62935-63495(+); OK
JH605029:c(139335-139895) ; JH6050:139335-139895(-); OK
JH605030:c(11946-12506) ; JH6050:11946-12506(-); OK
JH605031:c(26860-27420) ; ND ; ND
JH605031:c(29398-29958) ; ND ; ND
JH605023:c(276958-278634) ; JH6050:276958-278634(-); OK
JH605023:800709-801266 ; JH6050:800709-801266(+); OK
JH605023:821528-822085 ; JH6050:821477-822085(+); error - start (821528/821477)
JH605024:c(113422-113979) ; JH6050:113422-113979(-); OK
JH605024:c(410463-412049) ; JH6050:410463-412049(-); OK
JH605024:627705-628262 ; ND ; ND
JH605027:229079-229636 ; ND ; ND
JH605031:c(55049-55606) ; ND ; ND
JH605023:348281-348835 ; JH6050:348281-348835(+); OK
JH605023:662743-663297 ; JH6050:662743-663297(+); OK
JH605024:c(48972-49526) ; ND ; ND
JH605026:c(171567-172121) ; JH6050:171567-172121(-); OK
JH605023:c(836102-836653) ; JH6050:836102-836716(-); error - start (836653/836716)
JH605024:c(158934-159485) ; JH6050:158934-159485(-); OK
JH605025:c(239987-240538) ; ND ; ND
JH605025:500662-501213 ; JH6050:500662-501213(+); OK
JH605027:271245-271796 ; JH6050:271245-271796(+); OK
JH605029:c(81357-81908) ; ND ; ND
JH605023:c(490256-490804) ; JH6050:490256-490804(-); OK
JH605023:c(828042-828590) ; JH6050:828042-828590(-); OK
JH605026:c(449643-450191) ; JH6050:449643-450191(-); OK
JH605027:215693-216241 ; ND ; ND
JH605023:373716-374261 ; JH6050:373674-374261(+); error - start (373716/373674)
JH605023:c(839886-840431) ; JH6050:839886-840431(-); OK
JH605026:296675-297220 ; JH6050:296675-297220(+); OK
JH605029:107820-108365 ; ND ; ND
JH605030:74783-75328 ; JH6050:74783-75328(+); OK
JH605023:105873-106415 ; JH6050:105687-106415(+); error - start (105873/105687)
JH605024:407756-408298 ; JH6050:407756-408298(+); OK
JH605024:c(488348-488890) ; JH6050:488348-488890(-); OK
JH605025:c(398252-398794) ; ND ; ND
JH605028:181108-181650 ; ND ; ND
JH605023:410041-410580 ; JH6050:410041-410580(+); OK
JH605024:329194-331794 ; JH6050:329194-331794(+); OK
JH605024:c(682451-682990) ; ND ; ND
JH605025:c(204407-204946) ; JH6050:204407-204946(-); OK
JH605028:14891-15430 ; JH6050:14891-15430(+); OK
JH605023:89415-89951 ; JH6050:89415-89951(+); OK
JH605024:c(351242-351778) ; JH6050:351242-351796(-); error - start (351778/351796)
JH605027:252770-253306 ; JH6050:252770-253306(+); OK
JH605029:c(42729-43265) ; JH6050:42729-43325(-); error - start (43265/43325)
JH605023:558675-559208 ; JH6050:558675-559208(+); OK
JH605024:c(125943-126476) ; JH6050:125943-126476(-); OK
JH605024:c(218378-218911) ; JH6050:218378-218911(-); OK
JH605027:177271-177804 ; ND ; ND
JH605027:227784-228317 ; ND ; ND
JH605023:c(564957-565487) ; JH6050:564957-565487(-); OK
JH605025:322172-322702 ; JH6050:322172-322702(+); OK
JH605026:127420-127950 ; ND ; ND
JH605026:368841-369371 ; JH6050:368841-369371(+); OK
JH605029:74798-75328 ; ND ; ND
JH605023:c(584905-585432) ; JH6050:584905-585432(-); OK
JH605023:755450-755977 ; JH6050:755450-755977(+); OK
JH605024:165265-165792 ; JH6050:165265-165792(+); OK
JH605029:c(154106-154633) ; JH6050:154106-154633(-); OK
JH605030:37384-37911 ; JH6050:37384-37911(+); OK
JH605023:213351-213875 ; JH6050:213285-213875(+); error - start (213351/213285)
JH605023:695074-695598 ; ND ; ND
JH605025:c(465185-465709) ; JH6050:465185-465709(-); OK
JH605026:c(72288-72812) ; JH6050:72288-72791(-); error - start (72812/72791)
JH605026:c(249604-250128) ; ND ; ND
JH605027:c(14821-15345) ; JH6050:448-1980(+); error (14821/448)(15345/1980)
JH605027:c(300754-301278) ; JH6050:300754-301278(-); OK
JH605023:418004-418525 ; JH6050:418004-418494(+); error - end (418525/418494)
JH605023:c(565715-566236) ; JH6050:565715-566236(-); OK
JH605023:c(754400-754921) ; JH6050:754400-754921(-); OK
JH605023:c(848538-849059) ; JH6050:848538-849059(-); OK
JH605024:151839-152360 ; JH6050:151839-152360(+); OK
JH605024:c(154950-155471) ; JH6050:154950-155540(-); error - start (155471/155540)
JH605024:c(304618-305139) ; JH6050:304618-305139(-); OK
JH605025:c(105261-105782) ; ND ; ND
JH605025:323107-323628 ; JH6050:323107-323628(+); OK
JH605025:c(395156-395677) ; ND ; ND
JH605025:c(457600-458121) ; JH6050:457600-458121(-); OK
JH605028:235892-236413 ; JH6050:235892-236413(+); OK
JH605030:155197-155718 ; JH6050:155197-155718(+); OK
JH605024:c(226062-226580) ; JH6050:226062-226580(-); OK
JH605024:c(558864-559382) ; JH6050:558864-559382(-); OK
JH605026:c(214357-214875) ; ND ; ND
JH605027:c(201383-201901) ; ND ; ND
JH605028:c(196711-197229) ; JH6050:196711-197229(-); OK
JH605023:599751-600266 ; JH6050:599751-600266(+); OK
JH605023:c(632461-632976) ; JH6050:632461-632976(-); OK
JH605024:54786-55301 ; JH6050:54786-55301(+); OK
JH605024:c(219206-219721) ; JH6050:219206-219721(-); OK
JH605024:267410-267925 ; JH6050:267410-267925(+); OK
JH605026:c(182406-182921) ; JH6050:182406-182921(-); OK
JH605023:c(363632-364144) ; JH6050:363632-364144(-); OK
JH605024:c(61513-62025) ; JH6050:61513-62025(-); OK
JH605024:508473-508985 ; ND ; ND
JH605026:4292-4804 ; JH6050:4301-4804(+); error - start (4292/4301)
JH605026:c(48565-49077) ; JH6050:48565-49077(-); OK
JH605026:c(218719-219231) ; ND ; ND
JH605027:c(49216-49728) ; JH6050:49216-49728(-); OK
JH605027:c(109276-109788) ; JH6050:109276-109788(-); OK
JH605023:c(147921-148430) ; ND ; ND
JH605024:c(667243-667752) ; ND ; ND
JH605025:159566-160075 ; JH6050:159566-160075(+); OK
JH605026:14448-14957 ; JH6050:14448-14957(+); OK
